# argNorm version: 0.8.0
input_file_name	gene_symbol	gene_name	reference_database_name	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	genetic_variation_type	antimicrobial_agent	coverage_percentage	coverage_depth	coverage_ratio	drug_class	input_gene_length	input_gene_start	input_gene_stop	input_protein_length	input_protein_start	input_protein_stop	input_sequence_id	nucleotide_mutation	nucleotide_mutation_interpretation	predicted_phenotype	predicted_phenotype_confidence_level	amino_acid_mutation	amino_acid_mutation_interpretation	reference_gene_length	reference_gene_start	reference_gene_stop	reference_protein_length	reference_protein_start	reference_protein_stop	resistance_mechanism	strand_orientation	sequence_identity	ARO	ARO_name	Cut_Off	confers_resistance_to	confers_resistance_to_names	resistance_to_drug_classes	resistance_to_drug_classes_names
groot.groot-db.tsv	groot-db_CARD__gb|AF242872|+|2131-2878|ARO:3000375|ErmB	groot-db_CARD__gb|AF242872|+|2131-2878|ARO:3000375|ErmB	groot	v	groot-db_CARD__gb|AF242872|+|2131-2878|ARO:3000375|ErmB	groot	v	gene_presence_detected			192.0																748									ARO:3000375	ErmB	Perfect	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026	macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__erm(B)_11_M19270	groot-db_RESFINDER__erm(B)_11_M19270	groot	v	groot-db_RESFINDER__erm(B)_11_M19270	groot	v	gene_presence_detected			132.0																738									ARO:3000375	ErmB	Strict	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026	macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__erm(B)_15_U48430	groot-db_RESFINDER__erm(B)_15_U48430	groot	v	groot-db_RESFINDER__erm(B)_15_U48430	groot	v	gene_presence_detected			159.0																753									ARO:3000375	ErmB	Strict	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026	macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__tet(W)_4_FN396364	groot-db_RESFINDER__tet(W)_4_FN396364	groot	v	groot-db_RESFINDER__tet(W)_4_FN396364	groot	v	gene_presence_detected			216.0																1920									ARO:3000194	tet(W)	Strict	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050	tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__tet(Q)_4_Z21523	groot-db_RESFINDER__tet(Q)_4_Z21523	groot	v	groot-db_RESFINDER__tet(Q)_4_Z21523	groot	v	gene_presence_detected			510.0																1926									ARO:3000191	tet(Q)	Strict	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050	tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__tet(O/W)_2_AM889119	groot-db_RESFINDER__tet(O/W)_2_AM889119	groot	v	groot-db_RESFINDER__tet(O/W)_2_AM889119	groot	v	gene_presence_detected			232.0																1889									ARO:3007121	tet(O/W)	Strict	ARO:0000051	tetracycline	ARO:3000050	tetracycline antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__tet(O/W)_5_AM889122	groot-db_RESFINDER__tet(O/W)_5_AM889122	groot	v	groot-db_RESFINDER__tet(O/W)_5_AM889122	groot	v	gene_presence_detected			269.0																1889									ARO:3007121	tet(O/W)	Strict	ARO:0000051	tetracycline	ARO:3000050	tetracycline antibiotic
groot.groot-db.tsv	groot-db_ARGANNOT__(Bla)OXA-347:JN086160:1583-2407:825	groot-db_ARGANNOT__(Bla)OXA-347:JN086160:1583-2407:825	groot	v	groot-db_ARGANNOT__(Bla)OXA-347:JN086160:1583-2407:825	groot	v	gene_presence_detected			191.0																825									ARO:3001777	OXA-347	Perfect	ARO:0000056	oxacillin	ARO:3000007	beta-lactam antibiotic
groot.groot-db.tsv	groot-db_CARD__gb|AY769933|+|0-966|ARO:3003005|CfxA4	groot-db_CARD__gb|AY769933|+|0-966|ARO:3003005|CfxA4	groot	v	groot-db_CARD__gb|AY769933|+|0-966|ARO:3003005|CfxA4	groot	v	gene_presence_detected			450.0																967									ARO:3003005	CfxA4	Perfect	ARO:3009106	second-generation cephalosporin	ARO:3000007	beta-lactam antibiotic
groot.groot-db.tsv	groot-db_CARD__gb|JN086160|-|1582-2407|ARO:3001777|OXA-347	groot-db_CARD__gb|JN086160|-|1582-2407|ARO:3001777|OXA-347	groot	v	groot-db_CARD__gb|JN086160|-|1582-2407|ARO:3001777|OXA-347	groot	v	gene_presence_detected			191.0																826									ARO:3001777	OXA-347	Perfect	ARO:0000056	oxacillin	ARO:3000007	beta-lactam antibiotic
groot.groot-db.tsv	groot-db_CARD__gb|AY769934|+|27-993|ARO:3003096|CfxA5	groot-db_CARD__gb|AY769934|+|27-993|ARO:3003096|CfxA5	groot	v	groot-db_CARD__gb|AY769934|+|27-993|ARO:3003096|CfxA5	groot	v	gene_presence_detected			449.0																967									ARO:3003096	CfxA5	Perfect	ARO:3009106	second-generation cephalosporin	ARO:3000007	beta-lactam antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__tet(O)_4_AIOQ01000025	groot-db_RESFINDER__tet(O)_4_AIOQ01000025	groot	v	groot-db_RESFINDER__tet(O)_4_AIOQ01000025	groot	v	gene_presence_detected			767.0																1920									ARO:3000190	tet(O)	Strict	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050	tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__tet(0/32/0)_7_FP929050	groot-db_RESFINDER__tet(0/32/0)_7_FP929050	groot	v	groot-db_RESFINDER__tet(0/32/0)_7_FP929050	groot	v	gene_presence_detected			718.0																1920									ARO:3000190	tet(O)	Strict	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050	tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic
groot.groot-db.tsv	groot-db_ARGANNOT__(Tet)TetQ:Z21523:362-2287:1926	groot-db_ARGANNOT__(Tet)TetQ:Z21523:362-2287:1926	groot	v	groot-db_ARGANNOT__(Tet)TetQ:Z21523:362-2287:1926	groot	v	gene_presence_detected			539.0																1974									ARO:3000191	tet(Q)	Strict	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050	tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic
