# argNorm version: 1.1.0
input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_sequence_id	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	ARO_name	Cut_Off	confers_resistance_to	confers_resistance_to_names	resistance_to_drug_classes	resistance_to_drug_classes_names
combo_contig_fasta_out	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NCBI Reference Gene Database	db_v_1	SPD96884.1	amrfinderplus	tool_v_1	100.0	NODE_878_length_1995_cov_134.332990			1298.0	1993.0					-		50.33			461.0		232.0	COPPER/SILVER	COPPER/SILVER		ARO:3000379	OprM	Loose	ARO:0000006,ARO:0000013,ARO:0000014,ARO:0000032,ARO:0000036,ARO:0000045,ARO:0000051,ARO:0000052,ARO:0000060,ARO:0000062,ARO:0000073,ARO:3000008,ARO:3000111,ARO:3000158,ARO:3000188,ARO:3000282,ARO:3000385,ARO:3000456,ARO:3000550,ARO:3000622,ARO:3000624,ARO:3000637,ARO:3000661,ARO:3000662,ARO:3000663,ARO:3003708,ARO:3003832,ARO:3004024	erythromycin,amikacin,gentamicin C,cephalosporin,ciprofloxacin,acriflavine,tetracycline,tobramycin,ceftazidime,ceftriaxone,meropenem,penicillin beta-lactam,novobiocin,azithromycin,trimethoprim,sulfonamide antibiotic,chloramphenicol,thiamphenicol,aztreonam,colistin A,colistin B,ampicillin,nalidixic acid,norfloxacin,ofloxacin,panipenem,ticarcillin,trimethoprim-sulfamethoxazole	ARO:0000000,ARO:0000000,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000016,ARO:0000016,ARO:0000016,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000050,ARO:3000053,ARO:3000053,ARO:3000103,ARO:3000171,ARO:3000171,ARO:3000282,ARO:3000282,ARO:3000387,ARO:3000387,ARO:3005386	macrolide antibiotic,macrolide antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,tetracycline antibiotic,peptide antibiotic,peptide antibiotic,aminocoumarin antibiotic,diaminopyrimidine antibiotic,diaminopyrimidine antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,phenicol antibiotic,phenicol antibiotic,disinfecting agents and antiseptics
combo_contig_fasta_out	silE	silver-binding protein SilE	NCBI Reference Gene Database	db_v_1	AAD11743.1	amrfinderplus	tool_v_1	97.06	NODE_703_length_4380_cov_71.568555			4075.0	4380.0					-		71.33			143.0		102.0	SILVER	SILVER		ARO:3008074	ASU1-1	Loose	ARO:0000032	cephalosporin	ARO:3000007	beta-lactam antibiotic
combo_contig_fasta_out	silE	silver-binding protein SilE	NCBI Reference Gene Database	db_v_1	AAD11743.1	amrfinderplus	tool_v_1	99.3	NODE_866_length_2162_cov_82.276697			205.0	633.0					+		100.0			143.0		143.0	SILVER	SILVER		ARO:3008074	ASU1-1	Loose	ARO:0000032	cephalosporin	ARO:3000007	beta-lactam antibiotic
combo_contig_fasta_out	silE	silver-binding protein SilE	NCBI Reference Gene Database	db_v_1	AAD11743.1	amrfinderplus	tool_v_1	90.2	NODE_957_length_1431_cov_67.070494			1126.0	1431.0					-		71.33			143.0		102.0	SILVER	SILVER		ARO:3008074	ASU1-1	Loose	ARO:0000032	cephalosporin	ARO:3000007	beta-lactam antibiotic
combo_contig_fasta_out	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NCBI Reference Gene Database	db_v_1	KGL71342.1	amrfinderplus	tool_v_1	96.67	NODE_877_length_2004_cov_145.194459			730.0	1089.0					+		100.0			117.0		120.0	COPPER/SILVER	COPPER/SILVER		ARO:3002794	QnrS5	Loose	ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000661,ARO:3000662,ARO:3000666	ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,nalidixic acid,norfloxacin,sparfloxacin	ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001	fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic
combo_contig_fasta_out	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NCBI Reference Gene Database	db_v_1	KGL71342.1	amrfinderplus	tool_v_1	97.44	NODE_878_length_1995_cov_134.332990			916.0	1266.0					-		100.0			117.0		117.0	COPPER/SILVER	COPPER/SILVER		ARO:3002794	QnrS5	Loose	ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000661,ARO:3000662,ARO:3000666	ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,nalidixic acid,norfloxacin,sparfloxacin	ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001	fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic
combo_contig_fasta_out	silP	Ag(+)-translocating P-type ATPase SilP	NCBI Reference Gene Database	db_v_1	AAD11750.1	amrfinderplus	tool_v_1	86.39	NODE_169_length_72073_cov_63.274237			59157.0	61622.0					+		99.88			824.0		822.0	SILVER	SILVER		ARO:3000784	cmeB	Loose	ARO:0000001,ARO:0000006,ARO:3000645,ARO:3000759	fluoroquinolone antibiotic,erythromycin,cefotaxime,fusidic acid	ARO:0000000,ARO:0000001,ARO:3000007,ARO:3007153	macrolide antibiotic,fluoroquinolone antibiotic,beta-lactam antibiotic,fusidane antibiotic
combo_contig_fasta_out	silR	copper/silver response regulator transcription factor SilR	NCBI Reference Gene Database	db_v_1	SPD96883.1	amrfinderplus	tool_v_1	94.69	NODE_169_length_72073_cov_63.274237			51363.0	52040.0					-		100.0			226.0		226.0	COPPER/SILVER	COPPER/SILVER		ARO:3005063	cprR	Loose	ARO:3000454,ARO:3000622,ARO:3000624	polymyxin B,colistin A,colistin B	ARO:3000053,ARO:3000053,ARO:3000053	peptide antibiotic,peptide antibiotic,peptide antibiotic
combo_contig_fasta_out	silR	copper/silver response regulator transcription factor SilR	NCBI Reference Gene Database	db_v_1	SPD96883.1	amrfinderplus	tool_v_1	97.79	NODE_835_length_2366_cov_191.230636			117.0	794.0					+		100.0			226.0		226.0	COPPER/SILVER	COPPER/SILVER		ARO:3005063	cprR	Loose	ARO:3000454,ARO:3000622,ARO:3000624	polymyxin B,colistin A,colistin B	ARO:3000053,ARO:3000053,ARO:3000053	peptide antibiotic,peptide antibiotic,peptide antibiotic
combo_contig_fasta_out	silS	copper/silver sensor histidine kinase SilS	NCBI Reference Gene Database	db_v_1	SPD96882.1	amrfinderplus	tool_v_1	98.98	NODE_835_length_2366_cov_191.230636			790.0	2262.0					+		100.0			491.0		491.0	COPPER/SILVER	COPPER/SILVER		ARO:3000829	baeS	Loose	ARO:0000005,ARO:0000013,ARO:0000049,ARO:0000052,ARO:3000111,ARO:3007382	neomycin,amikacin,kanamycin A,tobramycin,novobiocin,gentamicin	ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:3000103	aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminocoumarin antibiotic
combo_contig_fasta_out	smdA	multidrug efflux ABC transporter permease/ATP-binding subunit SmdA	NCBI Reference Gene Database	db_v_1	BAF79679.1	amrfinderplus	tool_v_1	98.98	NODE_79_length_131606_cov_63.264650			121333.0	123105.0					+		100.0			591.0		591.0	EFFLUX	EFFLUX		ARO:3004035	tetA(60)	Loose	ARO:0000051	tetracycline	ARO:3000050	tetracycline antibiotic
combo_contig_fasta_out	smdB	multidrug efflux ABC transporter permease/ATP-binding subunit SmdB	NCBI Reference Gene Database	db_v_1	BAF79680.1	amrfinderplus	tool_v_1	99.16	NODE_79_length_131606_cov_63.264650			123101.0	124876.0					+		100.0			592.0		592.0	EFFLUX	EFFLUX		ARO:3004036	tetB(60)	Loose	ARO:0000051	tetracycline	ARO:3000050	tetracycline antibiotic
combo_contig_fasta_out	smfY	multidrug efflux MFS transporter SmfY	NCBI Reference Gene Database	db_v_1	BAE79899.1	amrfinderplus	tool_v_1	95.92	NODE_218_length_57215_cov_62.738611			15076.0	16545.0					-		100.0			490.0		490.0	EFFLUX	EFFLUX		ARO:3004577	Acinetobacter baumannii AmvA	Loose	ARO:0000006,ARO:0000045	erythromycin,acriflavine	ARO:0000000,ARO:3005386	macrolide antibiotic,disinfecting agents and antiseptics
combo_contig_fasta_out	ssmE	multidrug efflux SMR transporter SsmE	NCBI Reference Gene Database	db_v_1	BAF80121.1	amrfinderplus	tool_v_1	100.0	NODE_137_length_85978_cov_63.065116			76320.0	76649.0					-		100.0			110.0		110.0	EFFLUX	EFFLUX		ARO:3007015	qacG	Strict	ARO:3003823	benzalkonium chloride	ARO:3005386	disinfecting agents and antiseptics
combo_contig_fasta_out	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	NCBI Reference Gene Database	db_v_1	WP_000259031.1	amrfinderplus	tool_v_1	100.0	NODE_1031_length_1062_cov_376.058590			28.0	864.0					-		100.0			279.0		279.0	SULFONAMIDE	SULFONAMIDE		ARO:3000410	sul1	Strict	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	sulfadiazine,sulfadimidine,sulfadoxine,sulfamethoxazole,sulfisoxazole,sulfacetamide,mafenide,sulfasalazine,sulfamethizole	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282	sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic
combo_contig_fasta_out	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	NCBI Reference Gene Database	db_v_1	WP_001043260.1	amrfinderplus	tool_v_1	100.0	NODE_968_length_1384_cov_60.326561			87.0	899.0					-		100.0			271.0		271.0	SULFONAMIDE	SULFONAMIDE		ARO:3000412	sul2	Strict	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	sulfadiazine,sulfadimidine,sulfadoxine,sulfamethoxazole,sulfisoxazole,sulfacetamide,mafenide,sulfasalazine,sulfamethizole	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282	sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic,sulfonamide antibiotic
combo_contig_fasta_out	terD	tellurium resistance membrane protein TerD	NCBI Reference Gene Database	db_v_1	AAA98292.1	amrfinderplus	tool_v_1	95.31	NODE_841_length_2343_cov_129.770979			1668.0	2243.0					+		100.0			192.0		192.0	TELLURIUM	TELLURIUM		ARO:3003699	mexQ	Loose	ARO:0000006,ARO:0000045,ARO:0000051,ARO:3000170,ARO:3000188,ARO:3000385,ARO:3000456,ARO:3001227,ARO:3003701	erythromycin,acriflavine,tetracycline,imipenem,trimethoprim,chloramphenicol,thiamphenicol,kitasamycin,rokitamycin	ARO:0000000,ARO:0000000,ARO:0000000,ARO:3000007,ARO:3000050,ARO:3000171,ARO:3000387,ARO:3000387,ARO:3005386	macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,beta-lactam antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic,phenicol antibiotic,disinfecting agents and antiseptics
combo_contig_fasta_out	terW	tellurium resistance protein TerW	NCBI Reference Gene Database	db_v_1	AAC44736.1	amrfinderplus	tool_v_1	100.0	NODE_686_length_4777_cov_127.218551			49.0	513.0					-		100.0			155.0		155.0	TELLURIUM	TELLURIUM		ARO:3006938	LHK-4	Loose	ARO:0000020,ARO:0000032	carbapenem,cephalosporin	ARO:3000007,ARO:3000007	beta-lactam antibiotic,beta-lactam antibiotic
combo_contig_fasta_out	terZ	tellurium resistance-associated protein TerZ	NCBI Reference Gene Database	db_v_1	AAA86846.1	amrfinderplus	tool_v_1	99.48	NODE_742_length_3418_cov_125.840916			2020.0	2598.0					+		100.0			193.0		193.0	TELLURIUM	TELLURIUM				Manual				
combo_contig_fasta_out	tet(38)	tetracycline efflux MFS transporter Tet(38)	NCBI Reference Gene Database	db_v_1	WP_001100300.1	amrfinderplus	tool_v_1	100.0	NODE_367_length_30078_cov_63.113446			28570.0	29919.0					+		100.0			450.0		450.0	TETRACYCLINE	TETRACYCLINE		ARO:3000565	tet(38)	Strict	ARO:0000051	tetracycline	ARO:3000050	tetracycline antibiotic
combo_contig_fasta_out	tet(41)	tetracycline efflux MFS transporter Tet(41)	NCBI Reference Gene Database	db_v_1	WP_063855881.1	amrfinderplus	tool_v_1	98.73	NODE_243_length_49668_cov_63.129502			11529.0	12707.0					-		100.0			393.0		393.0	TETRACYCLINE	TETRACYCLINE		ARO:3000569	tet(41)	Perfect	ARO:0000051	tetracycline	ARO:3000050	tetracycline antibiotic
combo_contig_fasta_out	tet(A)	tetracycline efflux MFS transporter Tet(A)	NCBI Reference Gene Database	db_v_1	WP_000804064.1	amrfinderplus	tool_v_1	100.0	NODE_712_length_4030_cov_63.121761			1743.0	2939.0					-		100.0			399.0		399.0	TETRACYCLINE	TETRACYCLINE		ARO:3000165	tet(A)	Strict	ARO:0000051	tetracycline	ARO:3000050	tetracycline antibiotic
combo_contig_fasta_out	tet(B)	tetracycline efflux MFS transporter Tet(B)	NCBI Reference Gene Database	db_v_1	WP_001089068.1	amrfinderplus	tool_v_1	100.0	NODE_735_length_3579_cov_62.336266			856.0	2058.0					+		100.0			401.0		401.0	TETRACYCLINE	TETRACYCLINE		ARO:3000166	tet(B)	Strict	ARO:0000051	tetracycline	ARO:3000050	tetracycline antibiotic
combo_contig_fasta_out	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NCBI Reference Gene Database	db_v_1	CAA21388.1	amrfinderplus	tool_v_1	99.83	NODE_369_length_29893_cov_126.599504			22931.0	24730.0					+		100.0			600.0		600.0				ARO:3003950	msbA	Loose	ARO:3000689	metronidazole	ARO:3004115	nitroimidazole antibiotic
combo_contig_fasta_out	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NCBI Reference Gene Database	db_v_1	AAC69584.1	amrfinderplus	tool_v_1	99.5	NODE_369_length_29893_cov_126.599504			24720.0	26519.0					+		100.0			600.0		600.0				ARO:3002522	novA	Loose	ARO:3000111	novobiocin	ARO:3000103	aminocoumarin antibiotic
combo_contig_fasta_out	ymgB	biofilm/acid-resistance regulator AriR	NCBI Reference Gene Database	db_v_1	AAC74250.1	amrfinderplus	tool_v_1	98.86	NODE_122_length_95449_cov_65.704866			31670.0	31933.0					+		100.0			88.0		88.0				ARO:3000838	arlR	Manual	ARO:0000036,ARO:0000045,ARO:3000662	ciprofloxacin,acriflavine,norfloxacin	ARO:0000001,ARO:0000001,ARO:3005386	fluoroquinolone antibiotic,fluoroquinolone antibiotic,disinfecting agents and antiseptics
contigs	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	ncbi	db_v_1	NG_047251.1	abricate	tool_v_1	100.0	NODE_971_length_1351_cov_62.547068			91.0	951.0					+		100.0						GENTAMICIN			ARO:3004623	AAC(3)-IId	Perfect	ARO:0000007,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007377,ARO:3007378,ARO:3007382	dibekacin,sisomicin,netilmicin,tobramycin,6'-N-ethylnetilmicin,2'-N-ethylnetilmicin,gentamicin	ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	aac(3)-Ia	aminoglycoside N-acetyltransferase AAC(3)-Ia	ncbi	db_v_1	NG_047234.1	abricate	tool_v_1	100.0	NODE_918_length_1662_cov_67.283136			111.0	575.0					+		100.0						GENTAMICIN			ARO:3002528	AAC(3)-Ia	Perfect	ARO:0000003,ARO:0000035,ARO:3007382	astromicin,sisomicin,gentamicin	ARO:0000016,ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	aac(6')-Ib-AKT	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	ncbi	db_v_1	NG_052358.1	abricate	tool_v_1	99.82	NODE_1164_length_616_cov_317.882353			63.0	616.0					-		99.82						AMIKACIN;KANAMYCIN;TOBRAMYCIN			ARO:3002546	AAC(6')-Ib	Perfect	ARO:0000013,ARO:0000049,ARO:0000052	amikacin,kanamycin A,tobramycin	ARO:0000016,ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	aac(6')_Serra	aminoglycoside 6'-N-acetyltransferase	ncbi	db_v_1	NG_052472.1	abricate	tool_v_1	100.0	NODE_145_length_82875_cov_62.736114			52078.0	52518.0					+		100.0						AMINOGLYCOSIDE			ARO:3002549	AAC(6')-Ic	Strict	ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379	dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin	ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	ncbi	db_v_1	NG_052279.1	abricate	tool_v_1	100.0	NODE_1125_length_693_cov_253.377743			1.0	683.0					-		86.24						STREPTOMYCIN			ARO:3002601	aadA	Strict	ARO:0000039,ARO:0000040	spectinomycin,streptomycin	ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	ncbi	db_v_1	NG_047343.1	abricate	tool_v_1	100.0	NODE_1071_length_891_cov_118.978469			108.0	891.0					-		98.99						STREPTOMYCIN			ARO:3002602	aadA2	Strict	ARO:0000039,ARO:0000040	spectinomycin,streptomycin	ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	ncbi	db_v_1	NG_047357.1	abricate	tool_v_1	100.0	NODE_926_length_1610_cov_65.670740			150.0	938.0					-		100.0						STREPTOMYCIN			ARO:3002605	aadA5	Strict	ARO:0000039,ARO:0000040	spectinomycin,streptomycin	ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	ncbi	db_v_1	NG_047387.1	abricate	tool_v_1	100.0	NODE_1099_length_776_cov_58.104022			183.0	716.0					-		100.0						GENTAMICIN;KANAMYCIN;TOBRAMYCIN			ARO:3000230	ANT(2'')-Ia	Strict	ARO:0000007,ARO:0000035,ARO:0000049,ARO:0000052,ARO:3007382	dibekacin,sisomicin,kanamycin A,tobramycin,gentamicin	ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	ncbi	db_v_1	NG_054646.1	abricate	tool_v_1	99.37	NODE_77_length_132322_cov_63.344099			95507.0	96295.0					+		100.0						SPECTINOMYCIN;STREPTOMYCIN			ARO:3004089	ANT(3'')-IIa	Strict	ARO:0000039,ARO:0000040	spectinomycin,streptomycin	ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	ncbi	db_v_1	NG_056002.2	abricate	tool_v_1	100.0	NODE_910_length_1699_cov_115.144161			864.0	1691.0					-		100.0						STREPTOMYCIN			ARO:3002639	APH(3'')-Ib	Strict	ARO:0000040	streptomycin	ARO:0000016	aminoglycoside antibiotic
contigs	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	ncbi	db_v_1	NG_047418.1	abricate	tool_v_1	100.0	NODE_758_length_3197_cov_63.627307			1392.0	2186.0					+		100.0						AMIKACIN;KANAMYCIN			ARO:3002647	APH(3')-IIIa	Strict	ARO:0000005,ARO:0000013,ARO:0000021,ARO:0000024,ARO:0000049,ARO:3000652,ARO:3000655,ARO:3000657,ARO:3000658	neomycin,amikacin,ribostamycin,butirosin,kanamycin A,isepamicin,gentamicin B,paromomycin,lividomycin	ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	aph(3')-IIb	aminoglycoside O-phosphotransferase APH(3')-IIb	ncbi	db_v_1	NG_047424.1	abricate	tool_v_1	99.38	NODE_27_length_210538_cov_63.527487			106092.0	106898.0					+		100.0						KANAMYCIN			ARO:3002645	APH(3')-IIb	Perfect	ARO:0000005,ARO:0000021,ARO:0000024,ARO:0000049,ARO:3000655,ARO:3000657	neomycin,ribostamycin,butirosin,kanamycin A,gentamicin B,paromomycin	ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	ncbi	db_v_1	NG_047431.1	abricate	tool_v_1	100.0	NODE_1074_length_880_cov_188.310303			1.0	814.0					-		99.75						KANAMYCIN			ARO:3002641	APH(3')-Ia	Strict	ARO:0000005,ARO:0000021,ARO:0000049,ARO:3000655,ARO:3000657,ARO:3000658	neomycin,ribostamycin,kanamycin A,gentamicin B,paromomycin,lividomycin	ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	aph(3')-VIb	aminoglycoside O-phosphotransferase APH(3')-VIb	ncbi	db_v_1	NG_047449.1	abricate	tool_v_1	98.46	NODE_380_length_28321_cov_63.171443			1850.0	2629.0					+		100.0						AMIKACIN;KANAMYCIN			ARO:3002653	APH(3')-VIb	Perfect	ARO:0000005,ARO:0000013,ARO:0000021,ARO:0000024,ARO:0000049,ARO:3000652,ARO:3000655,ARO:3000657	neomycin,amikacin,ribostamycin,butirosin,kanamycin A,isepamicin,gentamicin B,paromomycin	ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016	aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	ncbi	db_v_1	NG_047464.1	abricate	tool_v_1	100.0	NODE_910_length_1699_cov_115.144161			28.0	864.0					-		100.0						STREPTOMYCIN			ARO:3002660	APH(6)-Id	Strict	ARO:0000040	streptomycin	ARO:0000016	aminoglycoside antibiotic
contigs	blaACT-25	cephalosporin-hydrolyzing class C beta-lactamase ACT-25	ncbi	db_v_1	NG_048612.1	abricate	tool_v_1	99.91	NODE_337_length_34911_cov_69.401681			13696.0	14841.0					+		100.0						CEPHALOSPORIN			ARO:3001845	ACT-25	Perfect	ARO:0000020,ARO:0000032,ARO:3000008	carbapenem,cephalosporin,penicillin beta-lactam	ARO:3000007,ARO:3000007,ARO:3000007	beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic
contigs	blaADC-11	class C extended-spectrum beta-lactamase ADC-11	ncbi	db_v_1	NG_048635.1	abricate	tool_v_1	100.0	NODE_700_length_4415_cov_63.186009			3254.0	4405.0					-		100.0						CEPHALOSPORIN									
contigs	blaCMY-48	class C beta-lactamase CMY-48	ncbi	db_v_1	NG_048843.1	abricate	tool_v_1	99.13	NODE_441_length_21507_cov_65.008624			13755.0	14900.0					+		100.0						CEPHALOSPORIN			ARO:3002059	CMY-48	Perfect	ARO:3009106	second-generation cephalosporin	ARO:3000007	beta-lactam antibiotic
contigs	blaCTX-M-15	class A extended-spectrum beta-lactamase CTX-M-15	ncbi	db_v_1	NG_048935.1	abricate	tool_v_1	100.0	NODE_959_length_1425_cov_127.207299			447.0	1322.0					-		100.0						CEPHALOSPORIN									
contigs	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	ncbi	db_v_1	NG_049086.1	abricate	tool_v_1	98.68	NODE_503_length_15196_cov_66.014662			12939.0	14072.0					+		100.0						CEPHALOSPORIN			ARO:3006881	EC-8	Perfect	ARO:0000032	cephalosporin	ARO:3000007	beta-lactam antibiotic
contigs	blaI_of_Z	penicillinase repressor BlaI	ncbi	db_v_1	NG_047499.1	abricate	tool_v_1	98.69	NODE_734_length_3584_cov_62.830264			1533.0	1913.0					-		100.0						BETA-LACTAM			ARO:3000124	mecI	Loose	ARO:0000015,ARO:3000008	methicillin,penicillin beta-lactam	ARO:3000007,ARO:3000007	beta-lactam antibiotic,beta-lactam antibiotic
contigs	blaKPC-3	carbapenem-hydrolyzing class A beta-lactamase KPC-3	ncbi	db_v_1	NG_049257.1	abricate	tool_v_1	100.0	NODE_571_length_10008_cov_124.619512			1925.0	2806.0					-		100.0						CARBAPENEM			ARO:3002313	KPC-3	Perfect	ARO:0000004,ARO:0000020,ARO:0000032,ARO:3000008	monobactam,carbapenem,cephalosporin,penicillin beta-lactam	ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007	beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic
