	input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	CONFERS RESISTANCE TO IMMEDIATE DRUG CLASS	OVERALL CATEGORY OF DRUG CLASS
152	GMGC10.024_002_486.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	85.36			1	321					+		93.04									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
153	GMGC10.024_006_158.MMR	GMGC10.95nr_block_0005	MMR	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:MMR	megares	2021-Mar-27	MEG_3996	abricate	abricate 1.0.1	82.22			25	322					+		91.98									ARO:3005009	[('ARO:3005386', 'disinfecting agents and antiseptics')]	['disinfecting agents and antiseptics']
154	GMGC10.024_007_364.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	80.12			1	321					+		91.88									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
155	GMGC10.024_009_623.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	90.36			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
156	GMGC10.024_017_746.MMR	GMGC10.95nr_block_0005	MMR	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:MMR	megares	2021-Mar-27	MEG_3996	abricate	abricate 1.0.1	80.25			4	327					+		100.0									ARO:3005009	[('ARO:3005386', 'disinfecting agents and antiseptics')]	['disinfecting agents and antiseptics']
157	GMGC10.024_029_281.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	90.0			1	320					+		92.75									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
158	GMGC10.024_034_687.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	86.94			1	314					+		91.01									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
159	GMGC10.024_036_072.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	86.45			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
160	GMGC10.024_045_897.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	88.31			1	308					+		89.28									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
161	GMGC10.024_056_039.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	87.54			1	321					+		93.04									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
162	GMGC10.024_056_503.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	80.06			1	321					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
163	GMGC10.024_071_175.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	90.36			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
164	GMGC10.024_073_520.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	85.85			1	318					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
165	GMGC10.024_115_548.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	85.71			1	308					+		89.28									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
166	GMGC10.024_117_818.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	88.89			1	315					+		91.3									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
167	GMGC10.024_126_845.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	88.01			1	317					+		91.88									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
168	GMGC10.024_130_654.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	89.38			1	320					+		92.75									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
169	GMGC10.024_158_075.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	87.65			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
170	GMGC10.024_169_476.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	88.85			1	314					+		91.01									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
171	GMGC10.024_175_906.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	86.98			1	315					+		91.3									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
172	GMGC10.024_187_382.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	80.69			1	321					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
173	GMGC10.024_188_271.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	84.94			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
174	GMGC10.024_191_088.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	86.45			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
175	GMGC10.024_738_471.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	89.16			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
176	GMGC10.024_745_535.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	84.81			1	316					+		91.59									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
177	GMGC10.024_748_220.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	82.53			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
178	GMGC10.024_754_219.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	86.25			1	320					+		92.75									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
179	GMGC10.025_050_857.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	89.94			1	318					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
180	GMGC10.025_113_302.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	82.53			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
181	GMGC10.025_454_426.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	81.13			1	318					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
182	GMGC10.025_518_068.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	84.64			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
183	GMGC10.025_774_969.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	85.24			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
184	GMGC10.026_131_400.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	89.46			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
185	GMGC10.026_894_112.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	86.01			1	343					+		99.42									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
186	GMGC10.027_043_779.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	91.27			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
187	GMGC10.027_051_898.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	84.64			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
188	GMGC10.027_053_959.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	87.95			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
189	GMGC10.027_061_443.MMR	GMGC10.95nr_block_0005	MMR	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:MMR	megares	2021-Mar-27	MEG_3996	abricate	abricate 1.0.1	80.19			7	324					+		98.15									ARO:3005009	[('ARO:3005386', 'disinfecting agents and antiseptics')]	['disinfecting agents and antiseptics']
190	GMGC10.027_072_109.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	88.75			1	320					+		92.75									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
191	GMGC10.027_075_880.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	86.71			1	316					+		91.59									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
192	GMGC10.027_094_828.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	89.21			1	315					+		91.3									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
193	GMGC10.027_102_561.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	87.35			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
194	GMGC10.027_117_367.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	87.94			1	315					+		91.3									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
195	GMGC10.027_121_620.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	86.88			1	320					+		92.75									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
196	GMGC10.027_126_791.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	91.39			1	302					+		87.54									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
197	GMGC10.027_135_808.MMR	GMGC10.95nr_block_0005	MMR	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:MMR	megares	2021-Mar-27	MEG_3996	abricate	abricate 1.0.1	80.33			20	324					+		94.14									ARO:3005009	[('ARO:3005386', 'disinfecting agents and antiseptics')]	['disinfecting agents and antiseptics']
198	GMGC10.027_272_655.SOXS	GMGC10.95nr_block_0005	SOXS	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	megares	2021-Mar-27	MEG_6551	abricate	abricate 1.0.1	80.29			36	314					+		86.11									ARO:3000837	[]	[]
199	GMGC10.027_903_362.EMRE	GMGC10.95nr_block_0005	QACH	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:QACH	megares	2021-Mar-27	MEG_5847	abricate	abricate 1.0.1	87.65			1	324					+		100.0									ARO:3006954	[]	[]
200	GMGC10.028_155_496.SOXS	GMGC10.95nr_block_0005	SOXS	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	megares	2021-Mar-27	MEG_6551	abricate	abricate 1.0.1	91.8			1	317					+		97.84									ARO:3000837	[]	[]
201	GMGC10.028_171_025.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	85.54			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
202	GMGC10.030_070_454.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	92.77			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
203	GMGC10.031_064_726.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	81.63			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
204	GMGC10.033_263_926.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	80.42			1	329					+		95.36									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
205	GMGC10.034_002_638.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	86.14			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
206	GMGC10.034_373_850.SOXS	GMGC10.95nr_block_0005	SOXS	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	megares	2021-Mar-27	MEG_6551	abricate	abricate 1.0.1	81.36			36	314					+		86.11									ARO:3000837	[]	[]
207	GMGC10.034_457_626.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	88.47			1	321					+		93.04									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
208	GMGC10.035_083_682.YKKC	GMGC10.95nr_block_0005	YKKC	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_SMR_efflux_pump:YKKC	megares	2021-Mar-27	MEG_7838	abricate	abricate 1.0.1	97.05			1	339					+		100.0									ARO:3003063	[]	[]
