	Unnamed: 0	Original ID	Gene Name in CARD	ARO	Database
3526	3526	gi:323714045:emb:CBZ41780.1:|FEATURES|dfrA16|diaminopyrimidine|dfrA16	dfrA16	3003014.0	deeparg
3527	3527	gi:517909231:ref:WP_019079439.1:|FEATURES|class_A|beta-lactam|class_A	y56 beta-lactamase	3003558.0	deeparg
3528	3528	ZP_03030547|FEATURES|mdtN|multidrug|mdtN	mdtN	3003548.0	deeparg
3529	3529	gi:928826044:ref:WP_053885442.1:|FEATURES|emrB|multidrug|emrB	emrB	3000074.0	deeparg
3530	3530	gi:582222418:gb:EVV19723.1:|FEATURES|mecI|beta-lactam|mecI	mecI	3000124.0	deeparg
3531	3531	gi:912536372:ref:WP_050178684.1:|FEATURES|emrB|multidrug|emrB	emrB	3000074.0	deeparg
3532	3532	gi:445996710:ref:WP_000074565.1:|FEATURES|bcrA|bacitracin|bcrA	bcrA	3002987.0	deeparg
3533	3533	gi:446110327:ref:WP_000188182.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3534	3534	Q02607|FEATURES|ermF|MLS|ermF	ErmF	3000498.0	deeparg
3535	3535	AY237830.1.gene1.p01|FEATURES|OXA-47|beta-lactam|OXA	OXA-47	3001781.0	deeparg
3536	3536	AB429270.1.gene1.p01|FEATURES|CMY-41|beta-lactam|CMX	CMY-41	3002052.0	deeparg
3537	3537	YP_001346278|FEATURES|mexH|multidrug|mexH	MexH	3000807.0	deeparg
3538	3538	gi:517723687:ref:WP_018893895.1:|FEATURES|class_A|beta-lactam|class_A	EXO-1	3003564.0	deeparg
3539	3539	KF478993.1.gene7.p01|FEATURES|vanS|glycopeptide|vanS	vanS gene in vanO cluster	3002941.0	deeparg
3540	3540	gi:835427848:ref:WP_047502600.1:|FEATURES|fosB|fosfomycin|fosB	FosD	3004674.0	deeparg
3541	3541	gi:565623367:ref:WP_023891064.1:|FEATURES|emrB|multidrug|emrB	emrB	3000074.0	deeparg
3542	3542	ZP_04252176|FEATURES|class_A|beta-lactam|class_A	Bla2	3004189.0	deeparg
3543	3543	ZP_03832747|FEATURES|acrB|multidrug|acrB	adeF	3000777.0	deeparg
3544	3544	AE016830.1.gene1786.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	tet(43)	3000573.0	deeparg
3545	3545	gi:1016088264:ref:WP_062932100.1:|FEATURES|macA|MLS|macA	macA	3000533.0	deeparg
3546	3546	CAO91624|FEATURES|PBP-2X|beta-lactam|PBP-2X	PBP-2X	PBP-2X	deeparg
3547	3547	gi:1011730119:ref:WP_062573757.1:|FEATURES|mexT|multidrug|mexT	mexT	mexT	deeparg
3548	3548	gi:446533253:ref:WP_000610599.1:|FEATURES|mdtP|multidrug|mdtP	mdtP	3003550.0	deeparg
3549	3549	gi:545285632:ref:WP_021568711.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3550	3550	gi:730421597:ref:WP_034011660.1:|FEATURES|mexE|multidrug|mexE	MexE	3000803.0	deeparg
3551	3551	ABO60984|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	L1 beta-lactamase	3000582.0	deeparg
3552	3552	gi:727791516:ref:WP_033885591.1:|FEATURES|macA|MLS|macA	macA	3000533.0	deeparg
3553	3553	gi:663155409:ref:WP_030194633.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	novA	3002522.0	deeparg
3554	3554	gi:447077010:ref:WP_001154266.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826.0	deeparg
3555	3555	gi:1031626545:gb:ANG10578.1:|FEATURES|TEM-1|beta-lactam|TEM	TEM-1	3000873.0	deeparg
3556	3556	ABD46539|FEATURES|tetM|tetracycline|tetM	tetM	3000186.0	deeparg
3557	3557	gi:752682279:ref:WP_041330231.1:|FEATURES|vanG|glycopeptide|vanG	vanG	3002909.0	deeparg
3558	3558	gi:727767244:ref:WP_033871350.1:|FEATURES|mdtP|multidrug|mdtP	mdtP	3003550.0	deeparg
3559	3559	gi:995942695:gb:AMJ32665.1:|FEATURES|tetD|tetracycline|tetD	tet(D)	3000168.0	deeparg
3560	3560	gi:693046141:ref:WP_032216239.1:|FEATURES|mdtB|multidrug|mdtB	mdtB	3000793.0	deeparg
3561	3561	YP_002295271|FEATURES|mdtL|multidrug|mdtL	bcr-1	3003801.0	deeparg
3562	3562	gi:742936434:ref:WP_039025717.1:|FEATURES|ompF|multidrug|ompF	SHV-188	3003155.0	deeparg
3563	3563	gi:992325427:ref:WP_061046908.1:|FEATURES|fosB|fosfomycin|fosB	FosB2	3005100.0	deeparg
3564	3564	gi:817112355:ref:WP_046485582.1:|FEATURES|emrB|multidrug|emrB	emrB	3000074.0	deeparg
3565	3565	gi:447175109:ref:WP_001252365.1:|FEATURES|ompF|multidrug|ompF	SHV-188	3003155.0	deeparg
3566	3566	YP_310046|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216.0	deeparg
3567	3567	EU220745.1.gene1.p01|FEATURES|OXA-117|beta-lactam|OXA	OXA-117	3001442.0	deeparg
3568	3568	gi:486352750:ref:WP_001590778.1:|FEATURES|msrA|MLS|msrA	msrA	3000251.0	deeparg
3569	3569	gi:895910528:ref:WP_049009761.1:|FEATURES|macA|MLS|macA	macA	3000533.0	deeparg
3570	3570	gi:1031667885:gb:ANG29795.1:|FEATURES|TEM-1|beta-lactam|TEM	TEM-207	3001384.0	deeparg
3571	3571	gi:1016514828:ref:WP_063095758.1:|FEATURES|fosB|fosfomycin|fosB	FosB2	3005100.0	deeparg
3572	3572	ALH22601.1|FEATURES|adeL|multidrug|adeL	adeL	3000620.0	deeparg
3573	3573	AAT35601|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-3	3001866.0	deeparg
3574	3574	gi:446291360:ref:WP_000369215.1:|FEATURES|mecI|beta-lactam|mecI	mecI	3000124.0	deeparg
3575	3575	gi:857778811:emb:CRL60244.1:|FEATURES|mdtA|multidrug|mdtA	mdtA	3000792.0	deeparg
3576	3576	gi:585366301:ref:WP_024247885.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216.0	deeparg
3577	3577	gi:974577815:ref:WP_059168423.1:|FEATURES|class_C|beta-lactam|class_C	TRU-1	3004450.0	deeparg
3578	3578	gi:515715981:ref:WP_017148581.1:|FEATURES|mexD|multidrug|mexD	MexD	3000801.0	deeparg
3579	3579	JF966749.1.gene1.p01|FEATURES|CTX-M-22|beta-lactam|CTX-M	CTX-M-116	3001976.0	deeparg
3580	3580	gi:504709983:ref:WP_014897085.1:|FEATURES|mexX|multidrug|mexX	amrA	3002982.0	deeparg
3581	3581	BAA07084|FEATURES|class_A|beta-lactam|class_A	OXY-1-4	3002392.0	deeparg
3582	3582	gi:851982891:ref:WP_048241697.1:|FEATURES|mdtM|multidrug|mdtM	mdtM	3001214.0	deeparg
3583	3583	gi:693118280:ref:WP_032268080.1:|FEATURES|mdtF|multidrug|mdtF	mdtF	3000796.0	deeparg
3584	3584	EF534736.1.gene1.p01|FEATURES|TEM-158|beta-lactam|TEM	TEM-158	3001024.0	deeparg
3585	3585	FJ666070.1.gene1.p1|FEATURES|PDC-7|beta-lactam|PDC	PDC-7	3002506.0	deeparg
3586	3586	gi:1033056571:ref:WP_064367823.1:|FEATURES|macA|MLS|macA	macA	3000533.0	deeparg
3587	3587	ABG56269|FEATURES|qnrB|fluoroquinolone|qnrB	QnrB10	3002724.0	deeparg
3588	3588	gi:959866866:ref:WP_058145576.1:|FEATURES|class_C|beta-lactam|class_C	PDC-42	3006789.0	deeparg
3589	3589	gi:504643387:ref:WP_014830489.1:|FEATURES|fosA|fosfomycin|fosA	FosA2	3002804.0	deeparg
3590	3590	gi:691138535:ref:WP_032051997.1:|FEATURES|tetR|tetracycline|tetR	MexL	3003710.0	deeparg
3591	3591	gi:406772674:gb:AFS59920.1:|FEATURES|vanR|glycopeptide|vanR	vanR gene in vanO cluster	3002930.0	deeparg
3592	3592	gi:1031865799:ref:WP_064182545.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237.0	deeparg
3593	3593	AFU25739.1|FEATURES|GES-22|beta-lactam|GES	GES-22	3002351.0	deeparg
3594	3594	gi:742917254:ref:WP_039022713.1:|FEATURES|emrK|multidrug|emrK	emrK	3000206.0	deeparg
3595	3595	gi:446783037:ref:WP_000860293.1:|FEATURES|arnA|polymyxin|arnA	arnA	3002985.0	deeparg
3596	3596	YP_002193132|FEATURES|tcmA|tetracenomycin_C|tcmA	qacA	3003046.0	deeparg
3597	3597	gi:446048047:ref:WP_000125902.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3598	3598	gi:514421161:ref:WP_016568324.1:|FEATURES|mexF|multidrug|mexF	adeF	3000777.0	deeparg
3599	3599	gi:1005558399:ref:WP_061655514.1:|FEATURES|lsa|MLS|lsa	lsaB	3003111.0	deeparg
3600	3600	gi:893247350:emb:CNT84750.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216.0	deeparg
3601	3601	gi:503923650:ref:WP_014157644.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	novA	3002522.0	deeparg
3602	3602	gi:1028850587:ref:WP_064019550.1:|FEATURES|vanR|glycopeptide|vanR	vanR gene in vanA cluster	3002919.0	deeparg
3603	3603	YP_002236547|FEATURES|TolC|multidrug|TolC	TolC	3000237.0	deeparg
3604	3604	gi:487135741:ref:WP_001627648.1:|FEATURES|mepA|multidrug|mepA	mepA	3000026.0	deeparg
3605	3605	gi:694088121:ref:WP_032432860.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216.0	deeparg
3606	3606	gi:983413012:ref:WP_060578893.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3607	3607	ACB19549|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3608	3608	gi:808074169:ref:WP_046235276.1:|FEATURES|mexF|multidrug|mexF	adeF	3000777.0	deeparg
3609	3609	YP_002242988|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3610	3610	gi:693113188:ref:WP_032264335.1:|FEATURES|mdtK|multidrug|mdtK	hmrM	3003953.0	deeparg
3611	3611	CP000647.1.gene956.p01|FEATURES|ompF|multidrug|ompF	Klebsiella pneumoniae OmpK37	3004122.0	deeparg
3612	3612	CAO91607|FEATURES|PBP-2X|beta-lactam|PBP-2X	PBP-2X	PBP-2X	deeparg
3613	3613	gi:446110269:ref:WP_000188124.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3614	3614	gi:1033087510:ref:WP_064397096.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237.0	deeparg
3615	3615	gi:970287649:ref:WP_058664322.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216.0	deeparg
3616	3616	gi:489751171:ref:WP_003655179.1:|FEATURES|ompR|multidrug|ompR	smeR	3003066.0	deeparg
3617	3617	gi:504063842:ref:WP_014297836.1:|FEATURES|class_A|beta-lactam|class_A	Bla1	3000090.0	deeparg
3618	3618	gi:691099267:ref:WP_032025591.1:|FEATURES|tetR|tetracycline|tetR	MexL	3003710.0	deeparg
3619	3619	gi:1032594922:ref:WP_064225264.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237.0	deeparg
3620	3620	gi:446533227:ref:WP_000610573.1:|FEATURES|mdtP|multidrug|mdtP	mdtP	3003550.0	deeparg
3621	3621	gi:446048026:ref:WP_000125881.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3622	3622	gi:1031659054:gb:ANG25658.1:|FEATURES|TEM-1|beta-lactam|TEM	TEM-1	3000873.0	deeparg
3623	3623	gi:488068784:ref:WP_002140181.1:|FEATURES|bcrA|bacitracin|bcrA	bcrA	3002987.0	deeparg
3624	3624	AY822595.1.gene1.p01|FEATURES|CTX-M-38|beta-lactam|CTX-M	CTX-M-38	3001900.0	deeparg
3625	3625	gi:741005094:ref:WP_038787604.1:|FEATURES|mexE|multidrug|mexE	adeG	3000778.0	deeparg
3626	3626	CAJ77855.1|FEATURES|adeH|multidrug|adeH	adeH	3000779.0	deeparg
3627	3627	YP_473355|FEATURES|lnuA|MLS|lnuA	lnuA	3002835.0	deeparg
3628	3628	gi:727408814:ref:WP_033816469.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3629	3629	CDN33427.1|FEATURES|SHV-183|beta-lactam|SHV	SHV-183	3001351.0	deeparg
3630	3630	gi:693163692:ref:WP_032298102.1:|FEATURES|arnA|polymyxin|arnA	arnA	3002985.0	deeparg
3631	3631	BAG76424|FEATURES|mdfA|multidrug|mdfA	Escherichia coli mdfA	3001328.0	deeparg
3632	3632	gi:754616285:ref:WP_042005109.1:|FEATURES|mdtL|multidrug|mdtL	bcr-1	3003801.0	deeparg
3633	3633	gi:690979835:ref:WP_031953602.1:|FEATURES|macA|MLS|macA	macA	3000533.0	deeparg
3634	3634	gi:693191123:ref:WP_032314545.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3635	3635	gi:693067991:ref:WP_032233162.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3636	3636	gi:1004702988:gb:AMP50907.1:|FEATURES|tetX|tetracycline|tetX	Tet(X3)	3004719.0	deeparg
3637	3637	gi:446503350:ref:WP_000581204.1:|FEATURES|fosB|fosfomycin|fosB	FosB	3000172.0	deeparg
3638	3638	gi:553748318:ref:WP_023081313.1:|FEATURES|mexE|multidrug|mexE	MexE	3000803.0	deeparg
3639	3639	AAB34257|FEATURES|aph(3')-I|aminoglycoside|aph(3')-I	APH(3')-Ia	3002641.0	deeparg
3640	3640	gi:948137056:ref:WP_056795395.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	novA	3002522.0	deeparg
3641	3641	AFK13828.1|FEATURES|ramA|multidrug|ramA	ramA	3000823.0	deeparg
3642	3642	HE993884.1.gene8.p01|FEATURES|blaZ|beta-lactam|blaZ	mecC-type BlaZ	3005097.0	deeparg
3643	3643	gi:527085651:ref:WP_020899264.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237.0	deeparg
3644	3644	gi:516415115:ref:WP_017804513.1:|FEATURES|fosB|fosfomycin|fosB	Staphylococcus aureus FosB	3004661.0	deeparg
3645	3645	CAO91609|FEATURES|PBP-2X|beta-lactam|PBP-2X	PBP-2X	PBP-2X	deeparg
3646	3646	gi:487406742:ref:WP_001674825.1:|FEATURES|mdtM|multidrug|mdtM	mdtM	3001214.0	deeparg
3647	3647	gi:959851591:ref:WP_058135505.1:|FEATURES|mexE|multidrug|mexE	MexE	3000803.0	deeparg
3648	3648	YP_001374841|FEATURES|fosB|fosfomycin|fosB	FosB	3000172.0	deeparg
3649	3649	gi:649725609:gb:AIC64327.1:|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-3	3001866.0	deeparg
3650	3650	gi:488964265:ref:WP_002875289.1:|FEATURES|cmeB|multidrug|cmeB	cmeB	3000784.0	deeparg
3651	3651	gi:727212370:ref:WP_033673615.1:|FEATURES|fosB|fosfomycin|fosB	FosB	3000172.0	deeparg
3652	3652	gi:488969523:ref:WP_002880477.1:|FEATURES|cmeA|multidrug|cmeA	cmeA	3000783.0	deeparg
3653	3653	gi:446633752:ref:WP_000711098.1:|FEATURES|chloramphenicol_exporter|phenicol|chloramphenicol_exporter	fexA	3002704.0	deeparg
3654	3654	YP_001570871|FEATURES|mdtG|multidrug|mdtG	mdtG	3001329.0	deeparg
3655	3655	JX121128.1.gene1.p01|FEATURES|SHV-161|beta-lactam|SHV	SHV-161	3001200.0	deeparg
3656	3656	ZP_03042915|FEATURES|mdtF|multidrug|mdtF	mdtF	3000796.0	deeparg
3657	3657	NP_044444|FEATURES|chloramphenicol_exporter|phenicol|chloramphenicol_exporter	cmx	3002703.0	deeparg
3658	3658	ZP_04216757|FEATURES|bacA|bacitracin|bacA	bacA	3002986.0	deeparg
3659	3659	gi:1028101930:ref:WP_063857772.1:|FEATURES|class_C|beta-lactam|class_C	ACT-29	3001849.0	deeparg
3660	3660	gi:555116142:gb:ESM59081.1:|FEATURES|acrA|multidrug|acrA	Klebsiella pneumoniae acrA	3004041.0	deeparg
3661	3661	gi:959841567:ref:WP_058129433.1:|FEATURES|mexH|multidrug|mexH	MexH	3000807.0	deeparg
3662	3662	gi:446110330:ref:WP_000188185.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3663	3663	gi:446783048:ref:WP_000860304.1:|FEATURES|arnA|polymyxin|arnA	arnA	3002985.0	deeparg
3664	3664	gi:446136270:ref:WP_000214125.1:|FEATURES|floR|phenicol|floR	cmlA9	3005043.0	deeparg
3665	3665	gi:653615298:ref:WP_027625762.1:|FEATURES|mefA|MLS|mefA	mel	3000616.0	deeparg
3666	3666	gi:1002400236:ref:WP_061382993.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216.0	deeparg
3667	3667	gi:740609197:ref:WP_038394722.1:|FEATURES|emrB|multidrug|emrB	emrB	3000074.0	deeparg
3668	3668	gi:648201854:ref:WP_025991661.1:|FEATURES|class_A|beta-lactam|class_A	Bla1	3000090.0	deeparg
3669	3669	gi:446110318:ref:WP_000188173.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3670	3670	gi:649725605:gb:AIC64325.1:|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-3	3001866.0	deeparg
3671	3671	gi:779861244:ref:WP_045352062.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3672	3672	gi:501654546:ref:WP_012613742.1:|FEATURES|tetR|tetracycline|tetR	tetR	tetR	deeparg
3673	3673	gi:949798405:ref:WP_057108582.1:|FEATURES|mdtN|multidrug|mdtN	mdtN	3003548.0	deeparg
3674	3674	gi:976152022:ref:WP_059310217.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826.0	deeparg
3675	3675	gi:960873409:ref:WP_058345546.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3676	3676	gi:488175608:ref:WP_002246816.1:|FEATURES|macA|MLS|macA	macA	3000533.0	deeparg
3677	3677	gi:735677397:ref:WP_034167813.1:|FEATURES|floR|phenicol|floR	floR	3002705.0	deeparg
3678	3678	gi:325145096:gb:EGC67379.1:|FEATURES|mtrE|multidrug|mtrE	mtrE	3000812.0	deeparg
3679	3679	ZP_03589973|FEATURES|tmrB|unclassified|tmrB	tmrB	3003059.0	deeparg
3680	3680	gi:447201635:ref:WP_001278891.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	PDC-377	3006747.0	deeparg
3681	3681	KF421163.1.gene1.p01|FEATURES|OXA-360|beta-lactam|OXA	OXA-360	3001547.0	deeparg
3682	3682	gi:695726837:ref:WP_032653438.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237.0	deeparg
3683	3683	AGL43629.1|FEATURES|QnrB68|fluoroquinolone|QnrB68	QnrB68	3002780.0	deeparg
3684	3684	gi:1028096862:ref:WP_063853574.1:|FEATURES|mefA|MLS|mefA	mel	3000616.0	deeparg
3685	3685	gi:1030030526:gb:ANF35167.1:|FEATURES|lmrB|MLS|lmrB	lmrB	3002813.0	deeparg
3686	3686	gi:730504935:ref:WP_034031531.1:|FEATURES|mexD|multidrug|mexD	MexD	3000801.0	deeparg
3687	3687	gi:446110351:ref:WP_000188206.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3688	3688	gi:695269955:ref:WP_032492024.1:|FEATURES|sul1|sulfonamide|sul1	sul1	3000410.0	deeparg
3689	3689	ABA28305.2|FEATURES|mgtA|MLS|mgtA	mgtA	3000462.0	deeparg
3690	3690	gi:552691766:gb:ERZ05289.1:|FEATURES|tetR|tetracycline|tetR	tetR	tetR	deeparg
3691	3691	HM751100.1.gene1.p01|FEATURES|SHV|beta-lactam|SHV	SHV-108	3001157.0	deeparg
3692	3692	ZP_03938934|FEATURES|bacA|bacitracin|bacA	bacA	3002986.0	deeparg
3693	3693	AAM97249|FEATURES|penA|beta-lactam|penA	penA	penA	deeparg
3694	3694	gi:740618417:ref:WP_038403931.1:|FEATURES|mexD|multidrug|mexD	MexD	3000801.0	deeparg
3695	3695	EF118171.1.gene4.p01|FEATURES|IMP-19|beta-lactam|IMP	IMP-19	3002210.0	deeparg
3696	3696	YP_001693856|FEATURES|PBP-2X|beta-lactam|PBP-2X	PBP-2X	PBP-2X	deeparg
3697	3697	gi:1039004533:ref:WP_064760451.1:|FEATURES|qepA|fluoroquinolone|qepA	QepA4	3004379.0	deeparg
3698	3698	ABX54690.1|FEATURES|vanTrL|glycopeptide|vanTrL	vanTr gene in vanL cluster	3002974.0	deeparg
3699	3699	gi:694068405:ref:WP_032414768.1:|FEATURES|mdtG|multidrug|mdtG	mdtG	3001329.0	deeparg
3700	3700	gi:447197906:ref:WP_001275162.1:|FEATURES|mdtO|multidrug|mdtO	mdtO	3003549.0	deeparg
3701	3701	gi:487411471:ref:WP_001679154.1:|FEATURES|arnA|polymyxin|arnA	arnA	3002985.0	deeparg
3702	3702	gi:505264501:ref:WP_015451603.1:|FEATURES|mexB|multidrug|mexB	MexB	3000378.0	deeparg
3703	3703	gi:852300605:ref:WP_048334316.1:|FEATURES|emrA|multidrug|emrA	Klebsiella pneumoniae KpnG	3004588.0	deeparg
3704	3704	gi:928785626:ref:WP_053865454.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	msbA	3003950.0	deeparg
3705	3705	NC_005127.2610354.p01|FEATURES|class_A|beta-lactam|class_A	PC1 beta-lactamase (blaZ)	3000621.0	deeparg
3706	3706	gi:489822049:ref:WP_003725847.1:|FEATURES|norB|fluoroquinolone|norB	norB	3000421.0	deeparg
3707	3707	YP_002237398|FEATURES|bicyclomycin-multidrug_efflux_protein_bcr|multidrug|bicyclomycin-multidrug_efflux_protein_bcr	bcr-1	3003801.0	deeparg
3708	3708	gi:779803590:ref:WP_045330078.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237.0	deeparg
3709	3709	gi:498524203:ref:WP_010823919.1:|FEATURES|lsa|MLS|lsa	lsaA	3000300.0	deeparg
3710	3710	gi:917537022:ref:WP_052143439.1:|FEATURES|class_C|beta-lactam|class_C	TRU-1	3004450.0	deeparg
3711	3711	gi:313619623:gb:EFR91268.1:|FEATURES|mepA|multidrug|mepA	mepA	3000026.0	deeparg
3712	3712	NC_002951.3237948.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	lmrB	3002813.0	deeparg
3713	3713	gi:664302674:ref:WP_030832078.1:|FEATURES|viomycin_phosphotransferase|aminoglycoside|viomycin_phosphotransferase	vph	3003061.0	deeparg
3714	3714	CP004022.1.gene1672.p01|FEATURES|mdtA|multidrug|mdtA	mdtA	3000792.0	deeparg
3715	3715	ZP_03059695|FEATURES|bicyclomycin-multidrug_efflux_protein_bcr|multidrug|bicyclomycin-multidrug_efflux_protein_bcr	bcr-1	3003801.0	deeparg
3716	3716	gi:1045891604:ref:WP_065554100.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3717	3717	gi:657888313:ref:WP_029592374.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3718	3718	gi:445966134:ref:WP_000043989.1:|FEATURES|tetR|tetracycline|tetR	MexL	3003710.0	deeparg
3719	3719	gi:740974771:ref:WP_038759009.1:|FEATURES|mexE|multidrug|mexE	adeG	3000778.0	deeparg
3720	3720	gi:1015500026:gb:KYZ69437.1:|FEATURES|class_A|beta-lactam|class_A	Bla1	3000090.0	deeparg
3721	3721	AJ309734.2.gene1.p01|FEATURES|OXA-51|beta-lactam|OXA	OXA-51	3001612.0	deeparg
3722	3722	gi:554682892:ref:WP_023182822.1:|FEATURES|acrB|multidrug|acrB	acrB	3000216.0	deeparg
3723	3723	gi:489977344:ref:WP_003880494.1:|FEATURES|class_A|beta-lactam|class_A	blaF	3003562.0	deeparg
3724	3724	AY236073.2.gene7.p01|FEATURES|OXA-48|beta-lactam|OXA	OXA-48	3001782.0	deeparg
3725	3725	gi:1031667533:gb:ANG29619.1:|FEATURES|TEM-1|beta-lactam|TEM	TEM-206	3001383.0	deeparg
3726	3726	Q51238|FEATURES|tetM|tetracycline|tetM	tetM	3000186.0	deeparg
3727	3727	gi:730682684:ref:WP_034069871.1:|FEATURES|tetR|tetracycline|tetR	tetR	tetR	deeparg
3728	3728	Z49084.1.gene1.p01|FEATURES|OXY-2|beta-lactam|OXY	OXY-2-7	3002402.0	deeparg
3729	3729	gi:754637749:ref:WP_042024023.1:|FEATURES|macB|MLS|macB	macB	3000535.0	deeparg
3730	3730	gi:489214711:ref:WP_003123405.1:|FEATURES|mexD|multidrug|mexD	MexD	3000801.0	deeparg
3731	3731	AF155139.2.gene6.p01|FEATURES|vanH|glycopeptide|vanH	vanH gene in vanF cluster	3002945.0	deeparg
3732	3732	gi:739065857:ref:WP_036937266.1:|FEATURES|mdtK|multidrug|mdtK	hmrM	3003953.0	deeparg
3733	3733	gi:489808654:ref:WP_003712515.1:|FEATURES|macA|MLS|macA	macA	3000533.0	deeparg
3734	3734	gi:779872035:ref:WP_045356857.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826.0	deeparg
3735	3735	YP_001401994|FEATURES|rosB|fosmidomycin|rosB	rosB	3003049.0	deeparg
3736	3736	AMB19637.1|FEATURES|OXA-368|beta-lactam|OXA	OXA-368	3001555.0	deeparg
3737	3737	gi:663286402:ref:WP_030292859.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	novA	3002522.0	deeparg
3738	3738	gi:485693788:ref:WP_001327585.1:|FEATURES|emrA|multidrug|emrA	emrA	3000027.0	deeparg
3739	3739	gi:686392329:ref:WP_031906620.1:|FEATURES|mecR1|beta-lactam|mecR1	mecR1	3000215.0	deeparg
3740	3740	gi:446783023:ref:WP_000860279.1:|FEATURES|arnA|polymyxin|arnA	arnA	3002985.0	deeparg
3741	3741	ZP_03033545|FEATURES|mdtP|multidrug|mdtP	mdtP	3003550.0	deeparg
3742	3742	gi:919723182:ref:WP_052895379.1:|FEATURES|mdtM|multidrug|mdtM	mdtM	3001214.0	deeparg
3743	3743	AY077481.1.gene1.p01|FEATURES|OXY-4|beta-lactam|OXY	OXY-4-1	3002410.0	deeparg
3744	3744	gi:492090607:ref:WP_005745134.1:|FEATURES|mexF|multidrug|mexF	adeF	3000777.0	deeparg
3745	3745	gi:896061649:ref:WP_049107630.1:|FEATURES|fosB|fosfomycin|fosB	FosB	3000172.0	deeparg
3746	3746	gi:798946107:ref:WP_045909979.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237.0	deeparg
3747	3747	gi:970263436:ref:WP_058647620.1:|FEATURES|sul3|sulfonamide|sul3	sul3	3000413.0	deeparg
3748	3748	JQ733571.1.gene2.p01|FEATURES|CMY-51|beta-lactam|CMX	CMY-51	3002062.0	deeparg
3749	3749	gi:649725875:gb:AIC64460.1:|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-30	3001892.0	deeparg
3750	3750	gi:495003549:ref:WP_007729563.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237.0	deeparg
3751	3751	gi:664098510:ref:WP_030636334.1:|FEATURES|class_A|beta-lactam|class_A	EXO-1	3003564.0	deeparg
3752	3752	gi:754494458:ref:WP_041911353.1:|FEATURES|fosA|fosfomycin|fosA	FosA2	3002804.0	deeparg
3753	3753	gi:554967123:ref:WP_023210986.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237.0	deeparg
3754	3754	gi:649725727:gb:AIC64386.1:|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-30	3001892.0	deeparg
