input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism
GMGC10.018_620_994.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.19			1	657					+		93.59						VANCOMYCIN		
GMGC10.018_655_768.CPHA	GMGC10.95nr_block_0016	blaKHM-1	subclass B1 metallo-beta-lactamase KHM-1	ncbi	2021-Mar-27	NG_049240.1	abricate	abricate 1.0.1	83.21			52	718					+		91.87						CARBAPENEM		
GMGC10.018_700_863.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	81.75			2	652					+		92.59						VANCOMYCIN		
GMGC10.018_729_600.VANR	GMGC10.95nr_block_0016	vanR-I	VanI-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_055642.1	abricate	abricate 1.0.1	82.12			10	697					+		98.43						VANCOMYCIN		
GMGC10.018_791_866.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.98			1	670					+		95.44						VANCOMYCIN		
GMGC10.018_960_928.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.33			1	696					+		98.72						VANCOMYCIN		
GMGC10.018_990_963.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	87.5			1	696					+		98.72						VANCOMYCIN		
GMGC10.019_014_714.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.24			1	670					+		95.44						VANCOMYCIN		
GMGC10.019_161_271.CPHA	GMGC10.95nr_block_0016	blaCGB-1	IND family subclass B1 metallo-beta-lactamase CGB-1	ncbi	2021-Mar-27	NG_051689.1	abricate	abricate 1.0.1	80.11			1	720					+		98.77						CARBAPENEM		
GMGC10.019_409_238.VANR	GMGC10.95nr_block_0016	vanR-I	VanI-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_055642.1	abricate	abricate 1.0.1	90.83			1	697					+		99.57						VANCOMYCIN		
GMGC10.020_082_747.UNKNOWN	GMGC10.95nr_block_0016	vanR-M	VanM-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_048421.1	abricate	abricate 1.0.1	84.12			1	699					+		100.0						VANCOMYCIN		
GMGC10.020_911_755.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.68			1	664					+		94.59						VANCOMYCIN		
GMGC10.020_970_807.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.16			1	663					+		94.44						VANCOMYCIN		
GMGC10.021_217_853.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	80.85			1	658					+		93.73						VANCOMYCIN		
GMGC10.021_271_146.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	81.26			1	667					+		95.01						VANCOMYCIN		
GMGC10.021_277_737.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.16			1	653					+		93.02						VANCOMYCIN		
GMGC10.021_682_195.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.77			1	696					+		98.72						VANCOMYCIN		
GMGC10.022_205_375.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	85.84			1	664					+		94.59						VANCOMYCIN		
GMGC10.023_174_929.CPHA	GMGC10.95nr_block_0016	blaHMB-1	subclass B1 metallo-beta-lactamase HMB-1	ncbi	2021-Mar-27	NG_052225.1	abricate	abricate 1.0.1	95.22			52	720					+		92.15						CARBAPENEM		
GMGC10.023_505_833.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	80.97			1	652					+		92.17						VANCOMYCIN		
GMGC10.023_948_599.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.35			1	696					+		98.58						VANCOMYCIN		
GMGC10.023_977_441.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.54			1	656					+		93.45						VANCOMYCIN		
GMGC10.024_347_400.CPHA	GMGC10.95nr_block_0016	blaIND-9	subclass B1 metallo-beta-lactamase IND-9	ncbi	2021-Mar-27	NG_049238.1	abricate	abricate 1.0.1	89.86			1	720					+		100.0						CARBAPENEM		
GMGC10.024_370_551.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.04			1	657					+		93.59						VANCOMYCIN		
GMGC10.024_380_531.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.65			1	657					+		93.59						VANCOMYCIN		
GMGC10.024_497_142.UNKNOWN	GMGC10.95nr_block_0016	vanR-G	VanG-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_048411.1	abricate	abricate 1.0.1	84.99			1	706					+		99.72						VANCOMYCIN		
GMGC10.024_630_777.VANR	GMGC10.95nr_block_0016	vanR-I	VanI-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_055642.1	abricate	abricate 1.0.1	82.99			40	727					+		98.43						VANCOMYCIN		
GMGC10.024_668_628.UNKNOWN	GMGC10.95nr_block_0016	vanR-M	VanM-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_048421.1	abricate	abricate 1.0.1	83.81			2	699					+		99.86						VANCOMYCIN		
GMGC10.025_138_123.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	85.99			1	664					+		94.59						VANCOMYCIN		
GMGC10.025_243_624.UNKNOWN	GMGC10.95nr_block_0016	aac(2')-IIb	kasugamycin N-acetyltransferase AAC(2')-IIb	ncbi	2021-Mar-27	NG_055672.1	abricate	abricate 1.0.1	100.0			1	723					+		100.0						KASUGAMYCIN		
GMGC10.025_306_465.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.05			1	696					+		98.72						VANCOMYCIN		
GMGC10.025_322_237.UNKNOWN	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.95			20	676					-		93.59						VANCOMYCIN		
GMGC10.025_615_449.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.31			1	653					+		93.02						VANCOMYCIN		
GMGC10.025_630_968.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	86.58			1	656					+		93.45						VANCOMYCIN		
GMGC10.025_715_807.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.65			1	658					+		93.73						VANCOMYCIN		
GMGC10.025_733_000.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.16			1	653					+		93.02						VANCOMYCIN		
GMGC10.025_845_815.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.32			1	657					+		93.59						VANCOMYCIN		
GMGC10.026_034_632.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.77			1	653					+		93.02						VANCOMYCIN		
GMGC10.026_188_167.UNKNOWN	GMGC10.95nr_block_0016	aac(2')-IIb	kasugamycin N-acetyltransferase AAC(2')-IIb	ncbi	2021-Mar-27	NG_055672.1	abricate	abricate 1.0.1	87.97			1	723					+		100.0						KASUGAMYCIN		
GMGC10.026_273_876.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	85.2			1	696					+		98.72						VANCOMYCIN		
GMGC10.026_326_801.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	85.17			2	662					+		94.16						VANCOMYCIN		
GMGC10.026_650_860.VANR	GMGC10.95nr_block_0016	vanR-I	VanI-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_055642.1	abricate	abricate 1.0.1	80.09			10	697					+		98.43						VANCOMYCIN		
GMGC10.026_743_940.VANR	GMGC10.95nr_block_0016	vanR-A	VanA-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_048415.1	abricate	abricate 1.0.1	90.52			1	696					+		100.0						VANCOMYCIN		
GMGC10.026_797_122.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	85.34			1	696					+		98.72						VANCOMYCIN		
GMGC10.026_997_554.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.88			1	669					+		95.16						VANCOMYCIN		
GMGC10.027_089_868.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.44			1	658					+		93.73						VANCOMYCIN		
GMGC10.027_648_455.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	80.6			1	670					+		95.44						VANCOMYCIN		
GMGC10.027_650_381.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.78			1	662					+		94.3						VANCOMYCIN		
GMGC10.027_664_023.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.0			1	653					+		93.02						VANCOMYCIN		
GMGC10.027_686_494.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	80.7			1	658					+		93.73						VANCOMYCIN		
GMGC10.027_695_555.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.36			1	652					+		92.88						VANCOMYCIN		
GMGC10.027_944_905.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	88.27			1	665					+		94.73						VANCOMYCIN		
GMGC10.028_007_492.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.33			1	696					+		98.72						VANCOMYCIN		
GMGC10.028_043_251.CPHA	GMGC10.95nr_block_0016	blaIND-1	subclass B1 metallo-beta-lactamase IND-1	ncbi	2021-Mar-27	NG_049224.1	abricate	abricate 1.0.1	88.04			1	719					+		99.86						CARBAPENEM		
GMGC10.028_401_811.VANR	GMGC10.95nr_block_0016	vanR-A	VanA-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_048415.1	abricate	abricate 1.0.1	87.79			1	696					+		100.0						VANCOMYCIN		
GMGC10.028_532_545.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.13			2	653					+		92.88						VANCOMYCIN		
GMGC10.028_788_607.UNKNOWN	GMGC10.95nr_block_0016	tsnR	23S rRNA (adenine(1067)-N)-methyltransferase TsnR	ncbi	2021-Mar-27	NG_048322.1	abricate	abricate 1.0.1	80.0			1	704					+		86.47						THIOSTREPTON		
GMGC10.028_824_089.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	81.22			1	671					+		95.58						VANCOMYCIN		
GMGC10.029_122_923.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.76			1	696					+		98.72						VANCOMYCIN		
GMGC10.029_132_525.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.0			1	653					+		93.02						VANCOMYCIN		
GMGC10.029_575_196.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	81.47			1	653					+		93.02						VANCOMYCIN		
GMGC10.029_735_777.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	85.14			1	653					+		93.02						VANCOMYCIN		
GMGC10.030_067_300.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.37			1	658					+		93.73						VANCOMYCIN		
GMGC10.030_519_486.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	87.66			1	705					+		100.0						VANCOMYCIN		
GMGC10.030_692_412.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.46			1	653					+		93.02						VANCOMYCIN		
GMGC10.031_289_645.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	86.78			1	696					+		98.72						VANCOMYCIN		
GMGC10.032_202_647.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.48			1	682					+		97.01						VANCOMYCIN		
GMGC10.032_275_068.VANR	GMGC10.95nr_block_0016	vanR-I	VanI-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_055642.1	abricate	abricate 1.0.1	88.23			10	706					+		99.71						VANCOMYCIN		
GMGC10.032_334_890.CPHA	GMGC10.95nr_block_0016	blaIND-1	subclass B1 metallo-beta-lactamase IND-1	ncbi	2021-Mar-27	NG_049224.1	abricate	abricate 1.0.1	88.32			1	719					+		99.86						CARBAPENEM		
GMGC10.032_548_687.CPHA	GMGC10.95nr_block_0016	blaCGB-1	IND family subclass B1 metallo-beta-lactamase CGB-1	ncbi	2021-Mar-27	NG_051689.1	abricate	abricate 1.0.1	87.24			1	729					+		100.0						CARBAPENEM		
GMGC10.032_612_190.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.01			1	669					+		95.3						VANCOMYCIN		
GMGC10.032_678_707.CPHA	GMGC10.95nr_block_0016	blaIND-9	subclass B1 metallo-beta-lactamase IND-9	ncbi	2021-Mar-27	NG_049238.1	abricate	abricate 1.0.1	91.81			1	720					+		100.0						CARBAPENEM		
GMGC10.032_836_783.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.47			1	676					+		96.3						VANCOMYCIN		
GMGC10.032_987_746.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.61			1	696					+		98.72						VANCOMYCIN		
GMGC10.033_007_153.CPHA	GMGC10.95nr_block_0016	blaCGB-1	IND family subclass B1 metallo-beta-lactamase CGB-1	ncbi	2021-Mar-27	NG_051689.1	abricate	abricate 1.0.1	80.38			1	720					+		98.77						CARBAPENEM		
GMGC10.033_191_349.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	85.03			1	668					+		95.16						VANCOMYCIN		
GMGC10.033_216_348.VANR	GMGC10.95nr_block_0016	vanR-I	VanI-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_055642.1	abricate	abricate 1.0.1	90.39			1	697					+		99.71						VANCOMYCIN		
GMGC10.033_274_600.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	86.68			1	653					+		93.02						VANCOMYCIN		
GMGC10.033_288_128.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.86			1	671					+		95.44						VANCOMYCIN		
GMGC10.034_236_591.UNKNOWN	GMGC10.95nr_block_0016	vanR-D	VanD-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_048400.1	abricate	abricate 1.0.1	99.71			1	699					+		100.0						VANCOMYCIN		
GMGC10.034_567_109.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.98			1	670					+		95.44						VANCOMYCIN		
GMGC10.034_630_226.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.67			1	672					+		95.73						VANCOMYCIN		
GMGC10.034_711_159.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.11			1	669					+		95.3						VANCOMYCIN		
GMGC10.035_069_911.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	85.11			1	658					+		93.73						VANCOMYCIN		
GMGC10.035_134_623.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.48			1	696					+		98.72						VANCOMYCIN		
GMGC10.035_328_779.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.76			1	696					+		98.72						VANCOMYCIN		
GMGC10.035_402_538.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.38			1	653					+		93.02						VANCOMYCIN		
GMGC10.035_508_480.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.06			1	669					+		95.3						VANCOMYCIN		
GMGC10.035_627_299.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.84			1	669					+		95.16						VANCOMYCIN		
GMGC10.035_819_144.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.19			1	696					+		98.72						VANCOMYCIN		
GMGC10.035_874_899.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.38			1	672					+		95.73						VANCOMYCIN		
GMGC10.035_886_064.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.33			1	670					+		95.44						VANCOMYCIN		
GMGC10.035_898_273.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.56			1	670					+		95.3						VANCOMYCIN		
GMGC10.035_900_047.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.33			1	696					+		98.72						VANCOMYCIN		
GMGC10.035_918_096.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.0			1	653					+		93.02						VANCOMYCIN		
GMGC10.036_150_347.CAT	GMGC10.95nr_block_0016	catB	type B chloramphenicol O-acetyltransferase	ncbi	2021-Mar-27	NG_047599.1	abricate	abricate 1.0.1	100.0			73	705					+		100.0						CHLORAMPHENICOL		
GMGC10.036_399_041.CPHA	GMGC10.95nr_block_0016	blaCGB-1	IND family subclass B1 metallo-beta-lactamase CGB-1	ncbi	2021-Mar-27	NG_051689.1	abricate	abricate 1.0.1	85.87			1	729					+		100.0						CARBAPENEM		
GMGC10.036_508_647.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.56			1	680					+		96.87						VANCOMYCIN		
GMGC10.036_686_064.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.67			1	696					+		98.43						VANCOMYCIN		
GMGC10.037_053_111.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.9			1	696					+		98.72						VANCOMYCIN		
GMGC10.037_062_571.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.09			1	659					+		93.87						VANCOMYCIN		
GMGC10.037_572_705.VANR	GMGC10.95nr_block_0016	vanR-I	VanI-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_055642.1	abricate	abricate 1.0.1	81.25			10	697					+		98.43						VANCOMYCIN		
GMGC10.037_669_262.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	81.18			1	659					+		93.87						VANCOMYCIN		
GMGC10.037_673_229.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	80.82			1	657					+		93.59						VANCOMYCIN		
GMGC10.037_751_174.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	81.47			1	696					+		98.72						VANCOMYCIN		
GMGC10.037_874_508.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.64			1	651					+		92.74						VANCOMYCIN		
GMGC10.037_992_505.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.31			1	682					+		97.01						VANCOMYCIN		
GMGC10.038_099_220.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	82.67			1	652					+		92.88						VANCOMYCIN		
GMGC10.038_799_361.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	84.01			1	669					+		95.3						VANCOMYCIN		
GMGC10.038_832_283.CUTR	GMGC10.95nr_block_0016	vanR-O	VanO-type vancomycin resistance response regulator transcription factor VanR	ncbi	2021-Mar-27	NG_048424.1	abricate	abricate 1.0.1	83.26			1	657					+		93.59						VANCOMYCIN		
