	Original ID	Gene Name in CARD	ARO	Database
772	MEG_51|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	AAC(3)-IV	3002539	megares
773	MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	APH(6)-Id	3002660	megares
774	MEG_5051|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-352	3001539	megares
775	MEG_5555|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-167	3006546	megares
776	MEG_3216|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation			megares
777	MEG_4383|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|OTRC	otrC	3002894	megares
778	MEG_5272|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-494	3005727	megares
779	MEG_4193|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI	clbA	3002814	megares
780	MEG_825|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA10	3004692	megares
781	MEG_1297|Drugs|betalactams|Class_B_betalactamases|BLAPLA	PLA-2a	3006969	megares
782	MEG_7541|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB	vanW gene in vanB cluster	3002964	megares
783	MEG_4388|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-605	3005826	megares
784	MEG_2651|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DMEF			megares
785	MEG_5510|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-40	3006769	megares
786	MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	3005099	megares
787	MEG_4497|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-511	3005741	megares
788	MEG_7599|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD	vanY gene in vanD cluster	3002957	megares
789	MEG_7453|Drugs|Glycopeptides|VanA-type_regulator|VANRA	vanR gene in vanA cluster	3002919	megares
790	MEG_4112|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCB	mdtE	3000795	megares
791	MEG_1031|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	APH(3')-Ia	3002641	megares
792	MEG_5718|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-5	3002502	megares
793	MEG_2731|Drugs|Multi-drug_resistance|Multi-drug_SMR_efflux_regulator|EMRE	Pseudomonas aeruginosa emrE	3004038	megares
794	MEG_4826|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-297	3001752	megares
795	MEG_4684|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-689	3005896	megares
796	MEG_2653|Metals|Copper_resistance|Copper_resistance_protein|DNAK	carA	3002817	megares
797	MEG_2979|Drugs|betalactams|Class_A_betalactamases|FONA	FONA-4	3004791	megares
798	MEG_2277|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-72	3001933	megares
799	MEG_4188|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI	vanH gene in vanD cluster	3002944	megares
800	MEG_2199|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-203	3005626	megares
801	MEG_4990|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-231	3001670	megares
802	MEG_2865|Drugs|Phenicol|Chloramphenicol_hydrolase|ESTD			megares
803	MEG_2920|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR	floR	3002705	megares
804	MEG_6941|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-141	3001004	megares
805	MEG_1717|Metals|Chromium_resistance|Chromium_resistance_protein|CHRR	Helicobacter pylori rdxA mutation conferring resistance to metronidazole	3007055	megares
806	MEG_7809|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|WTPB			megares
807	MEG_5406|Drugs|betalactams|Penicillin_binding_protein|PBP2B|RequiresSNPConfirmation	mecA	3000617	megares
808	MEG_6172|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEA	mdtN	3003548	megares
809	MEG_6173|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB	adeF	3000777	megares
810	MEG_6539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMVA	Acinetobacter baumannii AmvA	3004577	megares
811	MEG_7684|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA	vgaA	3002829	megares
812	MEG_3218|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation			megares
813	MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	ECV-1	3006883	megares
814	MEG_7698|Drugs|betalactams|Class_B_betalactamases|VIM	VIM-55	3005503	megares
815	MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX	CfxA2	3003002	megares
816	MEG_744|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME	ANT(2'')-Ia	3000230	megares
817	MEG_2543|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA	dfrA21	3003017	megares
818	MEG_651|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-41	3003872	megares
819	MEG_2682|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA	emrB	3000074	megares
820	MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA			megares
821	MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	cmlA6	3002696	megares
822	MEG_698|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK	adeK	3000782	megares
823	MEG_1843|Drugs|betalactams|Class_C_betalactamases|CMY	CMY-19	3002030	megares
824	MEG_3732|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR	MCR-3.2	3004511	megares
825	MEG_1984|Drugs|betalactams|Class_C_betalactamases|CMY	CMY-86	3002099	megares
826	MEG_6556|Drugs|betalactams|Class_B_betalactamases|SPR	SPR-1	3006996	megares
827	MEG_3711|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR	MCR-2.2	3004502	megares
828	MEG_6913|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-19	3000890	megares
829	MEG_70|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3-PRIME	AAC(3)-Ib	3002530	megares
830	MEG_2800|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	vatE	3002844	megares
831	MEG_2240|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-13	3001876	megares
832	MEG_5315|Drugs|betalactams|Class_A_betalactamases|OXY	OXY-2-10	3002405	megares
833	MEG_5218|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-726	3005931	megares
834	MEG_3016|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSC	FosC2	3002874	megares
835	MEG_94|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Ic	3002549	megares
836	MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC	vanC	3000368	megares
837	MEG_155|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Ic	3002549	megares
838	MEG_3127|Drugs|betalactams|Class_A_betalactamases|GES	GES-23	3002352	megares
839	MEG_4175|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR	MexD	3000801	megares
840	MEG_2201|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-204	3005627	megares
841	MEG_2549|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA	dfrA6	3004547	megares
842	MEG_1631|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATP|RequiresSNPConfirmation	catP	3002686	megares
843	MEG_6930|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-78	3000944	megares
844	MEG_5592|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-152	3006530	megares
845	MEG_5302|Drugs|betalactams|Class_A_betalactamases|OXY	OXY-2-6	3002401	megares
846	MEG_1750|Drugs|betalactams|Class_C_betalactamases|CMH	CMH-4	3006856	megares
847	MEG_4309|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA	optrA	3003746	megares
848	MEG_5921|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB	QnrB32	3002747	megares
849	MEG_3812|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	mel	3000616	megares
850	MEG_6353|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-134	3001178	megares
851	MEG_5766|Drugs|betalactams|Class_A_betalactamases|PER	PER-5	3002367	megares
852	MEG_262|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Iz	3002570	megares
853	MEG_6393|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-180	3001350	megares
854	MEG_2998|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA	fosA5	3003209	megares
855	MEG_3618|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF	linG	3002879	megares
856	MEG_3368|Drugs|betalactams|Class_B_betalactamases|IMP	IMP-19	3002210	megares
857	MEG_6352|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-183	3001351	megares
858	MEG_4122|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_regulator|NCRB	vanJ	3002914	megares
859	MEG_3146|Drugs|betalactams|Class_B_betalactamases|GOB	GOB-20	3005669	megares
860	MEG_820|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA22	3002619	megares
861	MEG_2102|Drugs|betalactams|Class_B_betalactamases|CPHA	cphA4	3003100	megares
862	MEG_3576|Drugs|betalactams|Class_A_betalactamases|LEN	LEN-4	3002472	megares
863	MEG_926|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA7	3002607	megares
864	MEG_2139|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPC	rphB	3003992	megares
865	MEG_7485|Drugs|Glycopeptides|VanO-type_regulator|VANRO	vanR gene in vanO cluster	3002930	megares
866	MEG_541|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-149	3006323	megares
867	MEG_1389|Drugs|betalactams|Class_A_betalactamases|BLAZ	PC1 beta-lactamase (blaZ)	3000621	megares
868	MEG_5658|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-298	3006668	megares
869	MEG_110|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Ir	3002561	megares
870	MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC	TolC	3000237	megares
871	MEG_2154|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-199	3005622	megares
872	MEG_2216|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-109	3001969	megares
873	MEG_2301|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-68	3001929	megares
874	MEG_2627|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation	dfrA24	3002856	megares
875	MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN	LpeB	3004100	megares
876	MEG_1840|Drugs|betalactams|Class_C_betalactamases|CMY	CMY-4	3002015	megares
877	MEG_7090|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK	tet(K)	3000178	megares
878	MEG_2396|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-5	3001868	megares
879	MEG_5596|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-265	3006641	megares
880	MEG_6153|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB	QnrVC7	3003193	megares
881	MEG_6796|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-166	3001032	megares
882	MEG_2856|Drugs|MLS|23S_rRNA_methyltransferases|ERMX	ErmX	3000596	megares
883	MEG_233|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Ib'	3003676	megares
884	MEG_5239|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-381	3001567	megares
885	MEG_2226|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-7	3001870	megares
886	MEG_1393|Drugs|betalactams|Class_A_betalactamases|BLAZ	PC1 beta-lactamase (blaZ)	3000621	megares
887	MEG_895|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	ANT(3'')-IIa	3004089	megares
888	MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	tetM	3000186	megares
889	MEG_7315|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation			megares
890	MEG_762|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA16	3002616	megares
891	MEG_3943|Drugs|Multi-drug_resistance|MDR_regulator|MGRA	mgrA	3000815	megares
892	MEG_7402|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA	vanH gene in vanA cluster	3002942	megares
893	MEG_7356|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC	vanC	3000368	megares
894	MEG_2329|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-106	3001966	megares
895	MEG_7142|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	tetM	3000186	megares
896	MEG_6242|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-11	3001070	megares
897	MEG_2305|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-83	3001944	megares
898	MEG_4021|Drugs|betalactams|Class_C_betalactamases|MOX	MOX-6	3002185	megares
899	MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-126	3000988	megares
900	MEG_6155|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RUVBM	vgaC	3002831	megares
901	MEG_1517|Drugs|betalactams|Class_A_betalactamases|CARB	CARB-21	3003176	megares
902	MEG_6835|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-219	3003157	megares
903	MEG_2763|Drugs|MLS|23S_rRNA_methyltransferases|ERM	ErmW	3001306	megares
904	MEG_2441|Metals|Copper_resistance|Copper_resistance_protein|CUEP			megares
905	MEG_5963|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB	QnrB35	3002750	megares
906	MEG_2755|Drugs|MLS|23S_rRNA_methyltransferases|ERM	Erm(31)	3000598	megares
907	MEG_223|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Ib9	3002580	megares
908	MEG_7595|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA	vanY gene in vanA cluster	3002955	megares
909	MEG_249|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Isa	3002563	megares
910	MEG_5805|Drugs|betalactams|Class_B_betalactamases|POM	POM-1	3006974	megares
911	MEG_4338|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB	oqxB	3003923	megares
912	MEG_1543|Drugs|betalactams|Class_A_betalactamases|CARB	CARB-9	3002248	megares
913	MEG_1325|Drugs|betalactams|Class_A_betalactamases|BLAZ	PC1 beta-lactamase (blaZ)	3000621	megares
914	MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA	oqxA	3003922	megares
915	MEG_6195|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-212	3005212	megares
916	MEG_4312|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA	optrA	3003746	megares
917	MEG_3338|Drugs|betalactams|Class_B_betalactamases|IMP	IMP-70	3005476	megares
918	MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P	arr-7	3002852	megares
919	MEG_1612|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	catB3	3002676	megares
920	MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR	TxR	3005008	megares
921	MEG_74|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Ia	3002545	megares
922	MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF	IND-12	3002268	megares
923	MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE			megares
924	MEG_1754|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	cmlA1	3002693	megares
925	MEG_1462|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLM	FosA	3000149	megares
926	MEG_7012|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET59	tet(59)	3004441	megares
927	MEG_2629|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation	dfrA25	3003020	megares
928	MEG_4741|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-85	3001780	megares
929	MEG_7199|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS	tetS	3000192	megares
930	MEG_7662|Drugs|betalactams|Class_A_betalactamases|VEB	VEB-5	3002375	megares
931	MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR	AxyX	3004143	megares
932	MEG_7197|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation			megares
933	MEG_1900|Drugs|betalactams|Class_C_betalactamases|CMY	CMY-65	3002078	megares
934	MEG_7200|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS	tetS	3000192	megares
935	MEG_6891|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-156	3001022	megares
936	MEG_2916|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR	floR	3002705	megares
937	MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB	MexJ	3003692	megares
938	MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	aad(6)	3002628	megares
939	MEG_7730|Drugs|betalactams|Class_B_betalactamases|VIM	VIM-9	3002279	megares
940	MEG_6027|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	QnrS11	3004624	megares
941	MEG_3066|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB	fusB	3003552	megares
942	MEG_1744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEE	MexJ	3003692	megares
943	MEG_6348|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-127	3001174	megares
944	MEG_7723|Drugs|betalactams|Class_B_betalactamases|VIM	VIM-1	3002271	megares
945	MEG_7509|Drugs|Glycopeptides|VanD-type_regulator|VANSD	vanS gene in vanD cluster	3002934	megares
946	MEG_1802|Drugs|betalactams|Class_C_betalactamases|CMY	CMY-128	3003136	megares
947	MEG_3119|Drugs|betalactams|Class_A_betalactamases|GES	GES-15	3002344	megares
948	MEG_7138|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	tetM	3000186	megares
949	MEG_6587|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI	sul1	3000410	megares
950	MEG_2628|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation	dfrA30	3004552	megares
951	MEG_2911|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR	floR	3002705	megares
952	MEG_5277|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-36	3001430	megares
953	MEG_6023|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	QnrS4	3002793	megares
954	MEG_6557|Drugs|betalactams|Class_B_betalactamases|SPS	SPS-1	3006997	megares
955	MEG_2146|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-186	3005609	megares
956	MEG_3192|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation			megares
957	MEG_1214|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRB	bcrB	3002988	megares
958	MEG_2697|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|EBRA	qacG	3007015	megares
959	MEG_7617|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA	vanZ gene in vanA cluster	3002962	megares
960	MEG_5395|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation			megares
961	MEG_6276|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-42	3001100	megares
962	MEG_3254|Biocides|Acid_resistance|Acid_resistance_protein|HDEB	Staphylococcus aureus norA	3004667	megares
963	MEG_7758|Drugs|betalactams|Class_B_betalactamases|VIM	VIM-39	3002309	megares
964	MEG_2023|Metals|Copper_resistance|Copper_resistance_protein|COPA	lmrC	3002881	megares
965	MEG_3220|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation			megares
966	MEG_6341|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-56	3001112	megares
967	MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN	Klebsiella pneumoniae KpnG	3004588	megares
968	MEG_5111|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-438	3003594	megares
969	MEG_4934|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-256	3001502	megares
970	MEG_4884|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-94	3001629	megares
971	MEG_2283|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-43	3001905	megares
972	MEG_3481|Drugs|betalactams|Class_A_betalactamases|KPC	KPC-44	3006186	megares
973	MEG_1365|Drugs|betalactams|Class_A_betalactamases|BLAZ	PC1 beta-lactamase (blaZ)	3000621	megares
974	MEG_6977|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET35	tet(35)	3000481	megares
975	MEG_2103|Drugs|betalactams|Class_B_betalactamases|CPHA	cphA5	3003101	megares
976	MEG_4421|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-795	3005995	megares
977	MEG_4976|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-4	3001399	megares
978	MEG_3601|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA	lnuA	3002835	megares
979	MEG_5141|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-476	3003633	megares
980	MEG_2367|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-150	3002007	megares
981	MEG_1239|Drugs|betalactams|Class_A_betalactamases|BLAA	y56 beta-lactamase	3003558	megares
982	MEG_3838|Metals|Mercury_resistance|Mercury_resistance_protein|MERA	Streptococcus agalactiae mprF	3003774	megares
983	MEG_6973|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33	tet(33)	3000478	megares
984	MEG_2058|Metals|Copper_resistance|Copper_resistance_protein|COPG	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	3004480	megares
985	MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC	mdtC	3000794	megares
986	MEG_7072|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETE	tet(E)	3000173	megares
987	MEG_3884|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR	golS	3000504	megares
988	MEG_1818|Drugs|betalactams|Class_C_betalactamases|CMY	CMY-160	3005183	megares
989	MEG_4929|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-150	3001455	megares
990	MEG_4058|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MRDH	abcA	3003942	megares
991	MEG_3580|Drugs|betalactams|Class_A_betalactamases|LHK	LHK-4	3006938	megares
992	MEG_2101|Drugs|betalactams|Class_B_betalactamases|CPHA	cphA3	3003093	megares
993	MEG_3653|Drugs|betalactams|Class_A_betalactamases|LUT	LUT-3	3006945	megares
994	MEG_869|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA3	3002603	megares
995	MEG_4801|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-294	3001749	megares
996	MEG_4294|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMH	OpmH	3003682	megares
997	MEG_4854|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-63	3001764	megares
998	MEG_5623|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-70	3005123	megares
999	MEG_6072|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTF	rmtF	3002666	megares
1000	MEG_3118|Drugs|betalactams|Class_A_betalactamases|GES	GES-14	3002343	megares
1001	MEG_6064|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB	rmtB	3000860	megares
1002	MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA	fosA5	3003209	megares
1003	MEG_1369|Drugs|betalactams|Class_A_betalactamases|BLAZ	PC1 beta-lactamase (blaZ)	3000621	megares
1004	MEG_2421|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-66	3001927	megares
1005	MEG_2421|Drugs|betalactams|Class_A_betalactamases|CTX	APH(3')-Va	3002649	megares
1006	MEG_1383|Drugs|betalactams|Class_A_betalactamases|BLAZ	PC1 beta-lactamase (blaZ)	3000621	megares
1007	MEG_669|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-76	3003882	megares
1008	MEG_1379|Drugs|betalactams|Class_A_betalactamases|BLAZ	PC1 beta-lactamase (blaZ)	3000621	megares
1009	MEG_573|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-33	3006429	megares
1010	MEG_6354|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-108	3001157	megares
1011	MEG_3655|Drugs|betalactams|Class_A_betalactamases|LUT	LUT-1	3006943	megares
1012	MEG_7715|Drugs|betalactams|Class_B_betalactamases|VIM	VIM-47	3005495	megares
1013	MEG_6846|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-2	3000874	megares
1014	MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM	abeM	3000753	megares
1015	MEG_127|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-31	3002585	megares
1016	MEG_7784|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEB	acrB	3000216	megares
1017	MEG_383|Drugs|betalactams|Class_C_betalactamases|ACC	ACC-1b	3006229	megares
1018	MEG_7742|Drugs|betalactams|Class_B_betalactamases|VIM	VIM-23	3002293	megares
1019	MEG_5132|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-452	3003608	megares
1020	MEG_981|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME	ANT(4')-Ib	3003905	megares
1021	MEG_3398|Drugs|betalactams|Class_B_betalactamases|IMP	IMP-6	3002197	megares
1022	MEG_7741|Drugs|betalactams|Class_B_betalactamases|VIM	VIM-26	3002296	megares
1023	MEG_5318|Drugs|betalactams|Class_A_betalactamases|OXY	OXY-2-3	3002398	megares
1024	MEG_643|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-8	3003854	megares
