Original ID	ARO	Cut_Off	Database
MEG_1605|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002680	Strict	megares
MEG_1606|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002680	Strict	megares
MEG_1607|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002580	Strict	megares
MEG_1608|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002680	Strict	megares
MEG_1609|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002676	Strict	megares
MEG_1610|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002680	Strict	megares
MEG_1611|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002676	Strict	megares
MEG_1612|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002676	Strict	megares
MEG_1613|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002676	Strict	megares
MEG_1614|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002676	Strict	megares
MEG_1615|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002676	Strict	megares
MEG_1616|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002676	Strict	megares
MEG_1617|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3003110	Perfect	megares
MEG_1618|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002675	Strict	megares
MEG_1622|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002681	Perfect	megares
MEG_1623|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002678	Perfect	megares
MEG_1624|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002680	Perfect	megares
MEG_1625|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3004660	Perfect	megares
MEG_1626|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002675	Strict	megares
MEG_1627|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002675	Perfect	megares
MEG_1628|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3004660	Loose	megares
MEG_1629|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3004451	Loose	megares
MEG_1630|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	3002676	Perfect	megares
MEG_1631|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATP|RequiresSNPConfirmation	3002686	Strict	megares
MEG_1632|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATP|RequiresSNPConfirmation	3002686	Perfect	megares
MEG_1634|Drugs|betalactams|Class_B_betalactamases|CAU	3006951	Perfect	megares
MEG_1635|Drugs|betalactams|Class_B_betalactamases|CAU	3000855	Perfect	megares
MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA	3002999	Perfect	megares
MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA	3002999	Perfect	megares
MEG_1638|Drugs|betalactams|Class_A_betalactamases|CBP	3004764	Perfect	megares
MEG_1639|Drugs|betalactams|Class_B_betalactamases|CCRA	3000578	Perfect	megares
MEG_1642|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CDSA|RequiresSNPConfirmation	3000804	Loose	megares
MEG_1643|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOA	3003009	Perfect	megares
MEG_1644|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB	3003010	Perfect	megares
MEG_1648|Drugs|betalactams|Class_A_betalactamases|CEPA	3006225	Strict	megares
MEG_1649|Drugs|betalactams|Class_A_betalactamases|CEPA	3003559	Perfect	megares
MEG_1650|Drugs|betalactams|Class_A_betalactamases|CEPA	3003559	Strict	megares
MEG_1651|Drugs|betalactams|Class_A_betalactamases|CEPA	3003559	Perfect	megares
MEG_1653|Drugs|betalactams|Class_C_betalactamases|CEPH	3008390	Strict	megares
MEG_1654|Drugs|betalactams|Class_C_betalactamases|CEPS	3003553	Perfect	megares
MEG_1656|Drugs|betalactams|Class_C_betalactamases|CFE	3001856	Perfect	megares
MEG_1657|Drugs|betalactams|Class_C_betalactamases|CFE	3004464	Perfect	megares
MEG_1658|Drugs|betalactams|Class_B_betalactamases|CFIA	3006910	Perfect	megares
MEG_1659|Drugs|betalactams|Class_B_betalactamases|CFIA	3006907	Perfect	megares
MEG_1660|Drugs|betalactams|Class_B_betalactamases|CFIA	3006911	Perfect	megares
MEG_1661|Drugs|betalactams|Class_B_betalactamases|CFIA	3006916	Perfect	megares
MEG_1662|Drugs|betalactams|Class_B_betalactamases|CFIA	3006915	Perfect	megares
MEG_1663|Drugs|betalactams|Class_B_betalactamases|CFIA	3006914	Perfect	megares
MEG_1664|Drugs|betalactams|Class_B_betalactamases|CFIA	3006913	Perfect	megares
MEG_1665|Drugs|betalactams|Class_B_betalactamases|CFIA	3006909	Perfect	megares
MEG_1671|Drugs|betalactams|Class_B_betalactamases|CFIA	3006908	Perfect	megares
MEG_1672|Drugs|betalactams|Class_B_betalactamases|CFIA	3006912	Perfect	megares
MEG_1673|Drugs|betalactams|Class_B_betalactamases|CFIA	3006912	Perfect	megares
MEG_1674|Drugs|betalactams|Class_B_betalactamases|CFIA	3006919	Perfect	megares
MEG_1675|Drugs|betalactams|Class_B_betalactamases|CFIA	3006912	Perfect	megares
MEG_1679|Drugs|MLS|23S_rRNA_methyltransferases|CFR	3005023	Loose	megares
MEG_1681|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA	3003441	Strict	megares
MEG_1682|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA	3003441	Perfect	megares
MEG_1683|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRB	3004649	Strict	megares
MEG_1684|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRB	3004649	Perfect	megares
MEG_1685|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRC	3004146	Perfect	megares
MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX	3003097	Strict	megares
MEG_1687|Drugs|betalactams|Class_A_betalactamases|CFX	3003002	Strict	megares
MEG_1688|Drugs|betalactams|Class_A_betalactamases|CFX	3003002	Strict	megares
MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX	3003002	Strict	megares
MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX	3003003	Strict	megares
MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX	3003003	Perfect	megares
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX	3003005	Perfect	megares
MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX	3003096	Perfect	megares
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX	3003097	Perfect	megares
MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX	3003001	Perfect	megares
MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX	3003002	Strict	megares
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX	3003002	Perfect	megares
MEG_1699|Drugs|betalactams|Class_A_betalactamases|CGA	3004766	Perfect	megares
MEG_1700|Drugs|betalactams|Class_B_betalactamases|CGB	3000841	Perfect	megares
MEG_1712|Drugs|MLS|23S_rRNA_methyltransferases|CHRBM	3001302	Perfect	megares
MEG_1718|Drugs|betalactams|Class_A_betalactamases|CIA	3004768	Perfect	megares
MEG_1719|Drugs|betalactams|Class_A_betalactamases|CIA	3004769	Perfect	megares
MEG_1720|Drugs|betalactams|Class_A_betalactamases|CIA	3004770	Perfect	megares
MEG_1721|Drugs|betalactams|Class_A_betalactamases|CIA	3004771	Perfect	megares
MEG_1723|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CIPA	3003907	Perfect	megares
MEG_1724|Drugs|betalactams|Class_A_betalactamases|CKO	3006950	Perfect	megares
MEG_1725|Drugs|betalactams|Class_A_betalactamases|CKO	3004773	Perfect	megares
MEG_1726|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBA	3002814	Perfect	megares
MEG_1727|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBB	3002815	Perfect	megares
MEG_1728|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBC	3002816	Perfect	megares
MEG_1729|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBD	3004599	Perfect	megares
MEG_1730|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation	3002587	Loose	megares
MEG_1731|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation	3000809	Loose	megares
MEG_1733|Drugs|betalactams|Class_C_betalactamases|CMA	3006923	Perfect	megares
MEG_1734|Drugs|betalactams|Class_C_betalactamases|CMA	3006922	Perfect	megares
MEG_1735|Drugs|betalactams|Class_A_betalactamases|CME	3006155	Perfect	megares
MEG_1736|Drugs|betalactams|Class_A_betalactamases|CME	3004775	Perfect	megares
MEG_1738|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA	3000783	Perfect	megares
MEG_1740|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB	3000784	Perfect	megares
MEG_1742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC	3000785	Perfect	megares
MEG_1748|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|CMER	3000526	Perfect	megares
MEG_1749|Drugs|betalactams|Class_C_betalactamases|CMH	3006855	Perfect	megares
MEG_1750|Drugs|betalactams|Class_C_betalactamases|CMH	3006856	Perfect	megares
MEG_1751|Drugs|betalactams|Class_C_betalactamases|CMH	3006857	Perfect	megares
MEG_1752|Drugs|betalactams|Class_C_betalactamases|CMH	3006854	Perfect	megares
MEG_1753|Drugs|betalactams|Class_C_betalactamases|CMH	3004777	Perfect	megares
MEG_1754|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002693	Strict	megares
MEG_1755|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002695	Strict	megares
MEG_1756|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002695	Strict	megares
MEG_1757|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002694	Strict	megares
MEG_1758|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002695	Strict	megares
MEG_1759|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002694	Strict	megares
MEG_1760|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002695	Strict	megares
MEG_1761|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002695	Strict	megares
MEG_1763|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002694	Strict	megares
MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002696	Strict	megares
MEG_1765|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002691	Perfect	megares
MEG_1766|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002695	Strict	megares
MEG_1767|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3004665	Strict	megares
MEG_1770|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002695	Strict	megares
MEG_1772|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA	3002695	Strict	megares
MEG_1774|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLB	3002698	Strict	megares
MEG_1775|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLB	3002699	Strict	megares
MEG_1776|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLR	3002690	Perfect	megares
MEG_1777|Drugs|Phenicol|Chloramphenicol_phosphotransferase|CMLV	3002700	Strict	megares
MEG_1778|Drugs|Phenicol|Chloramphenicol_phosphotransferase|CMLV	3002700	Perfect	megares
MEG_1780|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMRA	3002702	Strict	megares
MEG_1781|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMRA	3002701	Strict	megares
MEG_1783|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX	3002703	Strict	megares
MEG_1785|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX	3002703	Perfect	megares
MEG_1786|Drugs|betalactams|Class_C_betalactamases|CMY	3005016	Perfect	megares
MEG_1787|Drugs|betalactams|Class_C_betalactamases|CMY	3005220	Perfect	megares
MEG_1788|Drugs|betalactams|Class_C_betalactamases|CMY	3006458	Perfect	megares
MEG_1789|Drugs|betalactams|Class_C_betalactamases|CMY	3003135	Perfect	megares
MEG_1790|Drugs|betalactams|Class_C_betalactamases|CMY	3003137	Perfect	megares
MEG_1791|Drugs|betalactams|Class_C_betalactamases|CMY	3005195	Perfect	megares
MEG_1792|Drugs|betalactams|Class_C_betalactamases|CMY	3005204	Perfect	megares
MEG_1793|Drugs|betalactams|Class_C_betalactamases|CMY	3005194	Perfect	megares
MEG_1794|Drugs|betalactams|Class_C_betalactamases|CMY	3005193	Perfect	megares
MEG_1795|Drugs|betalactams|Class_C_betalactamases|CMY	3005192	Perfect	megares
MEG_1796|Drugs|betalactams|Class_C_betalactamases|CMY	3005182	Perfect	megares
MEG_1797|Drugs|betalactams|Class_C_betalactamases|CMY	3002041	Perfect	megares
MEG_1798|Drugs|betalactams|Class_C_betalactamases|CMY	3003129	Perfect	megares
MEG_1799|Drugs|betalactams|Class_C_betalactamases|CMY	3008390	Strict	megares
MEG_1800|Drugs|betalactams|Class_C_betalactamases|CMY	3007921	Strict	megares
MEG_1801|Drugs|betalactams|Class_C_betalactamases|CMY	3002121	Perfect	megares
MEG_1802|Drugs|betalactams|Class_C_betalactamases|CMY	3003136	Perfect	megares
MEG_1803|Drugs|betalactams|Class_C_betalactamases|CMY	3002110	Perfect	megares
MEG_1804|Drugs|betalactams|Class_C_betalactamases|CMY	3005216	Perfect	megares
MEG_1805|Drugs|betalactams|Class_C_betalactamases|CMY	3005217	Perfect	megares
MEG_1806|Drugs|betalactams|Class_C_betalactamases|CMY	3002013	Strict	megares
MEG_1807|Drugs|betalactams|Class_C_betalactamases|CMY	3002102	Perfect	megares
MEG_1808|Drugs|betalactams|Class_C_betalactamases|CMY	3002100	Perfect	megares
MEG_1809|Drugs|betalactams|Class_C_betalactamases|CMY	3003132	Perfect	megares
MEG_1810|Drugs|betalactams|Class_C_betalactamases|CMY	3003130	Perfect	megares
MEG_1811|Drugs|betalactams|Class_C_betalactamases|CMY	3005200	Perfect	megares
MEG_1812|Drugs|betalactams|Class_C_betalactamases|CMY	3002109	Perfect	megares
MEG_1813|Drugs|betalactams|Class_C_betalactamases|CMY	3003133	Perfect	megares
MEG_1814|Drugs|betalactams|Class_C_betalactamases|CMY	3005191	Perfect	megares
MEG_1815|Drugs|betalactams|Class_C_betalactamases|CMY	3005176	Perfect	megares
MEG_1816|Drugs|betalactams|Class_C_betalactamases|CMY	3005181	Perfect	megares
MEG_1817|Drugs|betalactams|Class_C_betalactamases|CMY	3005180	Perfect	megares
MEG_1818|Drugs|betalactams|Class_C_betalactamases|CMY	3005183	Perfect	megares
MEG_1819|Drugs|betalactams|Class_C_betalactamases|CMY	3002069	Strict	megares
MEG_1820|Drugs|betalactams|Class_C_betalactamases|CMY	3005184	Perfect	megares
MEG_1821|Drugs|betalactams|Class_C_betalactamases|CMY	3005185	Perfect	megares
MEG_1822|Drugs|betalactams|Class_C_betalactamases|CMY	3005186	Perfect	megares
MEG_1823|Drugs|betalactams|Class_C_betalactamases|CMY	3005187	Perfect	megares
MEG_1824|Drugs|betalactams|Class_C_betalactamases|CMY	3002119	Perfect	megares
MEG_1825|Drugs|betalactams|Class_C_betalactamases|CMY	3005190	Perfect	megares
MEG_1826|Drugs|betalactams|Class_C_betalactamases|CMY	3003654	Perfect	megares
MEG_1827|Drugs|betalactams|Class_C_betalactamases|CMY	3005196	Perfect	megares
MEG_1828|Drugs|betalactams|Class_C_betalactamases|CMY	3002040	Perfect	megares
MEG_1829|Drugs|betalactams|Class_C_betalactamases|CMY	3005197	Perfect	megares
MEG_1830|Drugs|betalactams|Class_C_betalactamases|CMY	3003138	Perfect	megares
MEG_1831|Drugs|betalactams|Class_C_betalactamases|CMY	3005218	Perfect	megares
MEG_1832|Drugs|betalactams|Class_C_betalactamases|CMY	3005219	Perfect	megares
MEG_1833|Drugs|betalactams|Class_C_betalactamases|CMY	3002118	Perfect	megares
MEG_1834|Drugs|betalactams|Class_C_betalactamases|CMY	3008125	Strict	megares
MEG_1835|Drugs|betalactams|Class_C_betalactamases|CMY	3002023	Perfect	megares
MEG_1836|Drugs|betalactams|Class_C_betalactamases|CMY	3002024	Perfect	megares
MEG_1837|Drugs|betalactams|Class_C_betalactamases|CMY	3002025	Perfect	megares
MEG_1838|Drugs|betalactams|Class_C_betalactamases|CMY	3002013	Strict	megares
MEG_1839|Drugs|betalactams|Class_C_betalactamases|CMY	3002047	Perfect	megares
MEG_1840|Drugs|betalactams|Class_C_betalactamases|CMY	3002015	Perfect	megares
MEG_1841|Drugs|betalactams|Class_C_betalactamases|CMY	3002078	Perfect	megares
MEG_1842|Drugs|betalactams|Class_C_betalactamases|CMY	3002020	Perfect	megares
MEG_1843|Drugs|betalactams|Class_C_betalactamases|CMY	3002030	Perfect	megares
MEG_1844|Drugs|betalactams|Class_C_betalactamases|CMY	3002048	Perfect	megares
MEG_1845|Drugs|betalactams|Class_C_betalactamases|CMY	3002037	Perfect	megares
MEG_1846|Drugs|betalactams|Class_C_betalactamases|CMY	3002050	Perfect	megares
MEG_1847|Drugs|betalactams|Class_C_betalactamases|CMY	3002052	Perfect	megares
MEG_1848|Drugs|betalactams|Class_C_betalactamases|CMY	3002069	Perfect	megares
MEG_1850|Drugs|betalactams|Class_C_betalactamases|CMY	3002071	Perfect	megares
MEG_1851|Drugs|betalactams|Class_C_betalactamases|CMY	3002019	Perfect	megares
MEG_1852|Drugs|betalactams|Class_C_betalactamases|CMY	3002021	Perfect	megares
MEG_1853|Drugs|betalactams|Class_C_betalactamases|CMY	3002022	Perfect	megares
MEG_1854|Drugs|betalactams|Class_C_betalactamases|CMY	3002018	Perfect	megares
MEG_1855|Drugs|betalactams|Class_C_betalactamases|CMY	3002017	Perfect	megares
MEG_1856|Drugs|betalactams|Class_C_betalactamases|CMY	3002026	Perfect	megares
MEG_1857|Drugs|betalactams|Class_C_betalactamases|CMY	3002025	Perfect	megares
MEG_1858|Drugs|betalactams|Class_C_betalactamases|CMY	3002027	Perfect	megares
MEG_1859|Drugs|betalactams|Class_C_betalactamases|CMY	3002049	Perfect	megares
MEG_1860|Drugs|betalactams|Class_C_betalactamases|CMY	3002028	Perfect	megares
MEG_1861|Drugs|betalactams|Class_C_betalactamases|CMY	3002029	Perfect	megares
MEG_1862|Drugs|betalactams|Class_C_betalactamases|CMY	3002031	Perfect	megares
MEG_1863|Drugs|betalactams|Class_C_betalactamases|CMY	3002032	Perfect	megares
MEG_1864|Drugs|betalactams|Class_C_betalactamases|CMY	3002033	Perfect	megares
MEG_1865|Drugs|betalactams|Class_C_betalactamases|CMY	3002034	Perfect	megares
MEG_1866|Drugs|betalactams|Class_C_betalactamases|CMY	3002045	Perfect	megares
MEG_1867|Drugs|betalactams|Class_C_betalactamases|CMY	3002046	Perfect	megares
MEG_1868|Drugs|betalactams|Class_C_betalactamases|CMY	3002035	Perfect	megares
MEG_1869|Drugs|betalactams|Class_C_betalactamases|CMY	3002039	Perfect	megares
MEG_1870|Drugs|betalactams|Class_C_betalactamases|CMY	3002042	Perfect	megares
MEG_1873|Drugs|betalactams|Class_C_betalactamases|CMY	3002043	Perfect	megares
MEG_1874|Drugs|betalactams|Class_C_betalactamases|CMY	3002044	Perfect	megares
MEG_1875|Drugs|betalactams|Class_C_betalactamases|CMY	3002036	Perfect	megares
MEG_1876|Drugs|betalactams|Class_C_betalactamases|CMY	3002038	Perfect	megares
MEG_1877|Drugs|betalactams|Class_C_betalactamases|CMY	3002051	Perfect	megares
MEG_1878|Drugs|betalactams|Class_C_betalactamases|CMY	3002054	Perfect	megares
MEG_1879|Drugs|betalactams|Class_C_betalactamases|CMY	3002055	Perfect	megares
MEG_1880|Drugs|betalactams|Class_C_betalactamases|CMY	3002056	Perfect	megares
MEG_1881|Drugs|betalactams|Class_C_betalactamases|CMY	3002057	Perfect	megares
MEG_1882|Drugs|betalactams|Class_C_betalactamases|CMY	3002061	Perfect	megares
MEG_1883|Drugs|betalactams|Class_C_betalactamases|CMY	3002086	Perfect	megares
MEG_1884|Drugs|betalactams|Class_C_betalactamases|CMY	3002060	Perfect	megares
MEG_1885|Drugs|betalactams|Class_C_betalactamases|CMY	3002103	Perfect	megares
MEG_1886|Drugs|betalactams|Class_C_betalactamases|CMY	3002058	Perfect	megares
MEG_1887|Drugs|betalactams|Class_C_betalactamases|CMY	3002053	Perfect	megares
MEG_1888|Drugs|betalactams|Class_C_betalactamases|CMY	3002065	Perfect	megares
MEG_1889|Drugs|betalactams|Class_C_betalactamases|CMY	3002066	Perfect	megares
MEG_1890|Drugs|betalactams|Class_C_betalactamases|CMY	3002059	Perfect	megares
MEG_1891|Drugs|betalactams|Class_C_betalactamases|CMY	3002072	Perfect	megares
MEG_1892|Drugs|betalactams|Class_C_betalactamases|CMY	3002068	Perfect	megares
MEG_1893|Drugs|betalactams|Class_C_betalactamases|CMY	3002067	Perfect	megares
MEG_1894|Drugs|betalactams|Class_C_betalactamases|CMY	3002064	Perfect	megares
MEG_1895|Drugs|betalactams|Class_C_betalactamases|CMY	3002076	Perfect	megares
MEG_1896|Drugs|betalactams|Class_C_betalactamases|CMY	3002077	Perfect	megares
MEG_1897|Drugs|betalactams|Class_C_betalactamases|CMY	3002073	Perfect	megares
MEG_1898|Drugs|betalactams|Class_C_betalactamases|CMY	3002074	Perfect	megares
MEG_1899|Drugs|betalactams|Class_C_betalactamases|CMY	3002075	Perfect	megares
MEG_1900|Drugs|betalactams|Class_C_betalactamases|CMY	3002078	Perfect	megares
MEG_1901|Drugs|betalactams|Class_C_betalactamases|CMY	3002079	Perfect	megares
MEG_1902|Drugs|betalactams|Class_C_betalactamases|CMY	3002081	Perfect	megares
MEG_1903|Drugs|betalactams|Class_C_betalactamases|CMY	3002084	Perfect	megares
MEG_1904|Drugs|betalactams|Class_C_betalactamases|CMY	3002080	Perfect	megares
MEG_1905|Drugs|betalactams|Class_C_betalactamases|CMY	3002062	Perfect	megares
MEG_1906|Drugs|betalactams|Class_C_betalactamases|CMY	3002088	Perfect	megares
MEG_1907|Drugs|betalactams|Class_C_betalactamases|CMY	3002089	Perfect	megares
MEG_1908|Drugs|betalactams|Class_C_betalactamases|CMY	3002091	Perfect	megares
MEG_1909|Drugs|betalactams|Class_C_betalactamases|CMY	3002092	Perfect	megares
MEG_1910|Drugs|betalactams|Class_C_betalactamases|CMY	3002093	Perfect	megares
MEG_1911|Drugs|betalactams|Class_C_betalactamases|CMY	3002094	Perfect	megares
MEG_1912|Drugs|betalactams|Class_C_betalactamases|CMY	3002097	Perfect	megares
MEG_1913|Drugs|betalactams|Class_C_betalactamases|CMY	3002082	Perfect	megares
MEG_1914|Drugs|betalactams|Class_C_betalactamases|CMY	3002087	Perfect	megares
MEG_1915|Drugs|betalactams|Class_C_betalactamases|CMY	3002083	Perfect	megares
MEG_1916|Drugs|betalactams|Class_C_betalactamases|CMY	3002096	Perfect	megares
MEG_1917|Drugs|betalactams|Class_C_betalactamases|CMY	3002085	Perfect	megares
MEG_1918|Drugs|betalactams|Class_C_betalactamases|CMY	3002090	Perfect	megares
MEG_1919|Drugs|betalactams|Class_C_betalactamases|CMY	3002107	Perfect	megares
MEG_1920|Drugs|betalactams|Class_C_betalactamases|CMY	3002108	Perfect	megares
MEG_1921|Drugs|betalactams|Class_C_betalactamases|CMY	3002111	Perfect	megares
MEG_1922|Drugs|betalactams|Class_C_betalactamases|CMY	3002116	Perfect	megares
MEG_1923|Drugs|betalactams|Class_C_betalactamases|CMY	3002070	Perfect	megares
MEG_1924|Drugs|betalactams|Class_C_betalactamases|CMY	3002112	Perfect	megares
MEG_1925|Drugs|betalactams|Class_C_betalactamases|CMY	3002113	Perfect	megares
MEG_1926|Drugs|betalactams|Class_C_betalactamases|CMY	3002114	Perfect	megares
MEG_1927|Drugs|betalactams|Class_C_betalactamases|CMY	3002115	Perfect	megares
MEG_1928|Drugs|betalactams|Class_C_betalactamases|CMY	3002120	Perfect	megares
MEG_1929|Drugs|betalactams|Class_C_betalactamases|CMY	3002106	Perfect	megares
MEG_1930|Drugs|betalactams|Class_C_betalactamases|CMY	3002122	Perfect	megares
MEG_1931|Drugs|betalactams|Class_C_betalactamases|CMY	3002098	Perfect	megares
MEG_1932|Drugs|betalactams|Class_C_betalactamases|CMY	3002095	Perfect	megares
MEG_1933|Drugs|betalactams|Class_C_betalactamases|CMY	3002099	Perfect	megares
MEG_1934|Drugs|betalactams|Class_C_betalactamases|CMY	3002117	Perfect	megares
MEG_1935|Drugs|betalactams|Class_C_betalactamases|CMY	3002124	Perfect	megares
MEG_1936|Drugs|betalactams|Class_C_betalactamases|CMY	3002123	Perfect	megares
MEG_1937|Drugs|betalactams|Class_C_betalactamases|CMY	3002129	Perfect	megares
MEG_1938|Drugs|betalactams|Class_C_betalactamases|CMY	3002126	Perfect	megares
MEG_1939|Drugs|betalactams|Class_C_betalactamases|CMY	3002127	Perfect	megares
MEG_1940|Drugs|betalactams|Class_C_betalactamases|CMY	3002128	Perfect	megares
MEG_1941|Drugs|betalactams|Class_C_betalactamases|CMY	3002130	Perfect	megares
MEG_1942|Drugs|betalactams|Class_C_betalactamases|CMY	3002125	Perfect	megares
MEG_1943|Drugs|betalactams|Class_C_betalactamases|CMY	3003653	Perfect	megares
MEG_1944|Drugs|betalactams|Class_C_betalactamases|CMY	3003652	Perfect	megares
MEG_1945|Drugs|betalactams|Class_C_betalactamases|CMY	3004778	Perfect	megares
MEG_1946|Drugs|betalactams|Class_C_betalactamases|CMY	3002013	Perfect	megares
MEG_1947|Drugs|betalactams|Class_C_betalactamases|CMY	3002012	Perfect	megares
MEG_1950|Drugs|betalactams|Class_C_betalactamases|CMY	3002016	Perfect	megares
MEG_1951|Drugs|betalactams|Class_C_betalactamases|CMY	3006464	Perfect	megares
MEG_1952|Drugs|betalactams|Class_C_betalactamases|CMY	3003170	Perfect	megares
MEG_1954|Drugs|betalactams|Class_C_betalactamases|CMY	3002099	Strict	megares
MEG_1978|Drugs|betalactams|Class_C_betalactamases|CMY	3002069	Strict	megares
