Original ID	Gene Name in CARD	ARO	Cut_Off	Database
card~~~Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin~~~CP001840.1:1613960-1610636~~~mupirocin Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin	Bifidobacterium bifidum ileS conferring resistance to mupirocin	3003730	Strict	abricate_card
card~~~Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin~~~NC_008618.1:1670624-1667063~~~rifamycin Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However, horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria, such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis, B. longum and B. adolescentis showed considerable resistance to pyrazinamide, isoniazid, and streptomycin, while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets, and also showed considerable resistance to RIF	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	3004480	Strict	abricate_card
card~~~Bla2~~~AY453162:500-1271~~~carbapenem;cephalosporin;penam Bla2 is a chromosomal-encoded beta-lactamase, found in Bacillus anthracis, which has penicillin, cephalosporin, and carbapenem-hydrolizing abilities	Bla2	3004189	Perfect	abricate_card
card~~~Brucella_suis_mprF~~~AE014292:568280-570923~~~peptide MprF is a integral membrane protein that modifies the negatively-charged phosphatidylglycerol on the membrane surface. This confers resistance to cationic peptides that disrupt the cell membrane, including defensins	Brucella suis mprF	3003772	Strict	abricate_card
card~~~Burkholderia_pseudomallei_Omp38~~~AY312416:0-1122~~~carbapenem;cephalosporin;cephamycin;monobactam;penam;penem Heterologous expression of Burkholderia pseudomallei Omp38 (BpsOmp38) in Omp-deficient E. coli host cells lowers their permeability and in consequence, their antimicrobial susceptibility to penicillin G, cefoxitin, ceftazidime and imipenem	Burkholderia pseudomallei Omp38	3004123	Perfect	abricate_card
card~~~CAM-1~~~MG430339.1:67103-67829~~~carbapenem;cephalosporin;cephamycin;penam CAM-1 is a CAM (Central Alberta Metallo) beta-lactamase and carbapenemase identified from 4 clinical isolates of Pseudomonas aeruginosa from a Canadian hospital	CAM-1	3004559	Perfect	abricate_card
card~~~CARB-10~~~EU850412:2269-3166~~~penam CARB-10 is a beta-lactamase found in Acinetobacter baumannii	CARB-10	3002249	Perfect	abricate_card
card~~~CARB-12~~~D13210:231-1098~~~penam CARB-12 is a beta-lactamase. From the Lahey list of IMP beta-lactamases	CARB-12	3002250	Perfect	abricate_card
card~~~CARB-14~~~JQ364968:3332-4229~~~penam CARB-14 is a beta-lactamase found in Acinetobacter baumannii	CARB-14	3002252	Perfect	abricate_card
card~~~CARB-16~~~HF953351:3358-2461~~~penam CARB-16 is a beta-lactamase. From the Lahey list of IMP beta-lactamases	CARB-16	3002255	Perfect	abricate_card
card~~~CARB-17~~~KJ934265:0-852~~~penam CARB-17 is a beta-lactamase. From the Lahey list of IMP beta-lactamases	CARB-17	3002254	Perfect	abricate_card
card~~~CARB-18~~~KJ934266:0-852~~~penam From the Lahey list of beta-lactamases	CARB-18	3003174	Perfect	abricate_card
card~~~CARB-19~~~KJ934267:0-852~~~penam From the Lahey list of beta-lactamases	CARB-19	3003175	Perfect	abricate_card
card~~~CARB-1~~~AF313471:1421-2288~~~penam CARB-1 is a beta-lactamase found in Pseudomonas aeruginosa	CARB-1	3002240	Perfect	abricate_card
card~~~CARB-20~~~CP023709.1:697533-698385~~~penam CARB-20 is a beta-lactamase found worldwide in Vibrio parahaemolyticus	CARB-20	3003150	Perfect	abricate_card
card~~~CARB-21~~~CP006005:1728735-1729668~~~penam From the Lahey list of beta-lactamases	CARB-21	3003176	Strict	abricate_card
card~~~CARB-22~~~BA000032.2:477559-476707~~~penam From the Lahey list of beta-lactamases	CARB-22	3003151	Perfect	abricate_card
card~~~CARB-23~~~CP007005:1250264-1251203~~~penam Present in Lahey's list of beta-lactamases, not yet released	CARB-23	3003186	Strict	abricate_card
card~~~CARB-2~~~DQ157752:797-1664~~~penam CARB-2 is a beta-lactamase found in Pseudomonas aeruginosa	CARB-2	3002241	Strict	abricate_card
card~~~CARB-3~~~S46063:121-1036~~~penam CARB-3 is a beta-lactamase found in Pseudomonas aeruginosa	CARB-3	3002242	Perfect	abricate_card
card~~~CARB-4~~~U14749:690-1557~~~penam CARB-4 is a beta-lactamase found in Pseudomonas aeruginosa	CARB-4	3002243	Perfect	abricate_card
card~~~CARB-5~~~AF135373:11-908~~~penam CARB-5 is a beta-lactamase found in Acinetobacter calcoaceticus	CARB-5	3002244	Perfect	abricate_card
card~~~CARB-6~~~AF030945:95-962~~~penam CARB-6 is a beta-lactamase found in Vibrio cholerae	CARB-6	3002245	Perfect	abricate_card
card~~~CARB-7~~~AF409092:887-1754~~~penam CARB-7 is a beta-lactamase found in Vibrio cholerae	CARB-7	3002246	Perfect	abricate_card
card~~~CARB-8~~~AY178993:574-1471~~~penam CARB-8 is a beta-lactamase found in Oligella urethralis	CARB-8	3002247	Perfect	abricate_card
card~~~CARB-9~~~AY248038:2072-2939~~~penam CARB-9 is a beta-lactamase found in Vibrio cholerae	CARB-9	3002248	Perfect	abricate_card
card~~~CAU-1_beta-lactamase~~~AJ308331:0-870~~~carbapenem;penam CAU-1 is a B3 metallo-beta-lactamase that is encoded by the Caulobacter crescentus chromosome	CAU-1	3000855	Perfect	abricate_card
card~~~CBP-1~~~KP718480.1:0-927~~~penam CBP-1 is a class A beta-lactamase gene found in C. botulinum	CBP-1	3004764	Perfect	abricate_card
card~~~CEPH-A3~~~AY112998:196-961~~~carbapenem CEPH-A3 is an Ambler Class B MBL; subclass B2 originally isolated from Aeromonas veronii. This enzyme has specific activity against carbapenems and is active as a mono-zinc protein	cphA3	3003093	Perfect	abricate_card
card~~~CFE-1~~~AB107899:1007-2153~~~cephamycin CFE-1 is a beta-lactamase found in Escherichia coli	CFE-1	3001856	Perfect	abricate_card
card~~~CFE-2~~~MF543129.1:3629-2483~~~cephamycin CFE-2 is a plasmid-encoded AmpC beta-lactamase first described from Citrobacter freundii by Chen et al. 2018	CFE-2	3004464	Perfect	abricate_card
card~~~CGA-1~~~AF339733.1:436-1315~~~penam CGA-1 is a class A beta-lactamase gene found in Chryseobacterium gleum	CGA-1	3004766	Perfect	abricate_card
card~~~CGB-1_beta-lactamase~~~EF672680:0-729~~~carbapenem;cephalosporin;penam CGB-1 is an Ambler class B beta-lactamase that mediates resistance for carbapenems in Chryseobacterium gleum	CGB-1	3000841	Perfect	abricate_card
card~~~CIA-1~~~AB639753.1:0-879~~~carbapenem;cephalosporin CIA-1 is a class A beta-lactamase gene found in Chryseobacterium indologenes	CIA-1	3004768	Perfect	abricate_card
card~~~CIA-2~~~AB674566.1:0-879~~~carbapenem;cephalosporin CIA-2 is a class A beta-lactamase gene found in Chryseobacterium indologenes	CIA-2	3004769	Perfect	abricate_card
card~~~CIA-3~~~AB674567.1:0-879~~~carbapenem;cephalosporin CIA-3 is a class A beta-lactamase gene found in Chryseobacterium indologenes	CIA-3	3004770	Perfect	abricate_card
card~~~CIA-4~~~AB674568.1:0-879~~~carbapenem;cephalosporin CIA-4 is a class A beta-lactamase gene found in Chryseobacterium indologenes	CIA-4	3004771	Perfect	abricate_card
card~~~CKO-1~~~AF477396.1:0-903~~~penam CKO-1 is a class A beta-lactamase gene found in Citrobacter koseri	CKO-1	3004773	Perfect	abricate_card
card~~~CME-1~~~AJ006275.1:71-959~~~penam CME-1 is a class A beta-lactamase gene belonging to Chryseobacterium meningosepticum	CME-1	3004775	Perfect	abricate_card
card~~~CMH-1~~~JQ673557.1:0-1146~~~cephalosporin CMH-1 is a class C beta-lactamase gene found in Enterobacter cloacae	CMH-1	3004777	Perfect	abricate_card
card~~~CMY-100~~~KF526113:0-1146~~~cephamycin CMY-100 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-100	3002112	Perfect	abricate_card
card~~~CMY-101~~~KF526114:0-1146~~~cephamycin CMY-101 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-101	3002113	Perfect	abricate_card
card~~~CMY-102~~~KF526115:0-1146~~~cephamycin CMY-102 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-102	3002114	Perfect	abricate_card
card~~~CMY-103~~~KF526116:0-1146~~~cephamycin CMY-103 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-103	3002115	Perfect	abricate_card
card~~~CMY-104~~~KF150216:0-1146~~~cephamycin CMY-104 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-104	3002116	Perfect	abricate_card
card~~~CMY-105~~~KJ207205:1039-2185~~~cephamycin CMY-105 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-105	3002117	Perfect	abricate_card
card~~~CMY-108~~~KF564648:0-1146~~~cephamycin CMY-108 is a beta-lactamase present in plasmids of clinical Escherichia coli from humans and companion animals in the upper Midwestern USA . From the Lahey list of CMY beta-lactamases	CMY-108	3002120	Perfect	abricate_card
card~~~CMY-10~~~AF357597:250-1399~~~cephamycin CMY-10 is a beta-lactamase found in Klebsiella aerogenes	CMY-10	3002021	Perfect	abricate_card
card~~~CMY-110~~~AB872957.1:0-1146~~~cephamycin CMY-110 is a beta-lactamase found in Escherichia coli	CMY-110	3002071	Perfect	abricate_card
card~~~CMY-111~~~KJ155695:0-1146~~~cephamycin CMY-111 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-111	3002122	Perfect	abricate_card
card~~~CMY-112~~~KM087837:0-1146~~~cephamycin CMY-112 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-112	3002123	Perfect	abricate_card
card~~~CMY-113~~~KM087836:0-1146~~~cephamycin CMY-113 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-113	3002124	Perfect	abricate_card
card~~~CMY-114~~~KM087846:0-1146~~~cephamycin CMY-114 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-114	3002125	Perfect	abricate_card
card~~~CMY-115~~~KM087839:0-1146~~~cephamycin CMY-115 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-115	3002126	Perfect	abricate_card
card~~~CMY-116~~~KM087840:0-1146~~~cephamycin CMY-116 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-116	3002127	Perfect	abricate_card
card~~~CMY-117~~~KM087844:0-1146~~~cephamycin CMY-117 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-117	3002128	Perfect	abricate_card
card~~~CMY-118~~~KM087838:0-1146~~~cephamycin CMY-118 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-118	3002129	Perfect	abricate_card
card~~~CMY-119~~~KM087845:0-1146~~~cephamycin CMY-119 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-119	3002130	Perfect	abricate_card
card~~~CMY-11~~~AF357599:253-1402~~~cephamycin CMY-11 is a beta-lactamase found in Escherichia coli	CMY-11	3002022	Perfect	abricate_card
card~~~CMY-12~~~Y16785:0-1143~~~cephamycin CMY-12 is a beta-lactamase found in the Enterobacteriaceae family	CMY-12	3002023	Perfect	abricate_card
card~~~CMY-132~~~KP862820.1:0-1146~~~cephamycin From Lahey's list of beta-lactamases, no additional information available	CMY-132	3003652	Perfect	abricate_card
card~~~CMY-133~~~KP862819.1:0-1146~~~cephamycin From Lahey's list of beta-lactamases, no additional information available	CMY-133	3003653	Perfect	abricate_card
card~~~CMY-135~~~KP981366.1:0-1146~~~cephamycin CMY-135 is a class C beta-lactamase that confers resistance to cephamycin	CMY-135	3004778	Perfect	abricate_card
card~~~CMY-136~~~MG844436.1:6618-7764~~~cephalosporin;cephamycin A CMY-2-like beta-lactamase which confers resistance to cephalosporin antibiotics, and is also capable of hydrolyzing the CMY-2 inhibitors ticarcillin and cloxacillin	CMY-136	3004854	Perfect	abricate_card
card~~~CMY-13~~~AY339625:4786-3640~~~cephamycin CMY-13 is a beta-lactamase found in Escherichia coli	CMY-13	3002024	Perfect	abricate_card
card~~~CMY-14~~~AJ555825:0-1146~~~cephamycin CMY-14 is a beta-lactamase found in Proteus mirabilis	CMY-14	3002025	Perfect	abricate_card
card~~~CMY-15~~~AJ555823:0-1146~~~cephamycin CMY-15 is a beta-lactamase found in Proteus mirabilis	CMY-15	3002026	Perfect	abricate_card
card~~~CMY-16~~~AJ781421:0-1146~~~cephamycin CMY-16 is a beta-lactamase found in Proteus mirabilis	CMY-16	3002027	Perfect	abricate_card
card~~~CMY-17~~~AY513266:164-1310~~~cephamycin CMY-17 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-17	3002028	Perfect	abricate_card
card~~~CMY-18~~~AY743434:46-1198~~~cephamycin CMY-18 is a beta-lactamase found in the Enterobacteriaceae family	CMY-18	3002029	Perfect	abricate_card
card~~~CMY-19~~~AB194410:0-1149~~~cephamycin CMY-19 is a beta-lactamase found in Klebsiella pneumoniae	CMY-19	3002030	Perfect	abricate_card
card~~~CMY-1~~~X92508:332-1481~~~cephamycin CMY-1 is a beta-lactamase found in the Enterobacteriaceae family	CMY-1	3002012	Perfect	abricate_card
card~~~CMY-20~~~AY960293:0-1143~~~cephamycin CMY-20 is a beta-lactamase found in Escherichia coli	CMY-20	3002031	Perfect	abricate_card
card~~~CMY-21~~~DQ139328:160-1306~~~cephamycin CMY-21 is a beta-lactamase found in Escherichia coli	CMY-21	3002032	Perfect	abricate_card
card~~~CMY-22~~~DQ256079:0-1146~~~cephamycin CMY-22 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-22	3002033	Perfect	abricate_card
card~~~CMY-23~~~DQ463751:75-1221~~~cephamycin CMY-23 is a beta-lactamase found in the Enterobacteriaceae family	CMY-23	3002034	Perfect	abricate_card
card~~~CMY-24~~~EF415650:0-1146~~~cephamycin CMY-24 is a beta-lactamase found in the Enterobacteriaceae family	CMY-24	3002035	Perfect	abricate_card
card~~~CMY-25~~~EU515249:0-1146~~~cephamycin CMY-25 is a beta-lactamase found in the Enterobacteriaceae family	CMY-25	3002036	Perfect	abricate_card
card~~~CMY-26~~~AB300358:0-1146~~~cephamycin CMY-26 is a beta-lactamase found in the Enterobacteriaceae family	CMY-26	3002037	Perfect	abricate_card
card~~~CMY-27~~~EU515250:0-1146~~~cephamycin CMY-27 is a beta-lactamase found in the Enterobacteriaceae family	CMY-27	3002038	Perfect	abricate_card
card~~~CMY-28~~~EF561644:0-1146~~~cephamycin CMY-28 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-28	3002039	Perfect	abricate_card
card~~~CMY-29~~~EF685371:0-1143~~~cephamycin CMY-29 is a beta-lactamase found in the Enterobacteriaceae family	CMY-29	3002040	Perfect	abricate_card
card~~~CMY-2~~~X91840:0-1146~~~cephalosporin;cephamycin CMY-2 is a beta-lactamase found in Klebsiella pneumoniae	CMY-2	3002013	Perfect	abricate_card
card~~~CMY-30~~~EF685372:0-1143~~~cephamycin CMY-30 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-30	3002041	Perfect	abricate_card
card~~~CMY-31~~~EF622224:0-1146~~~cephamycin CMY-31 is a beta-lactamase found in the Enterobacteriaceae family	CMY-31	3002042	Perfect	abricate_card
card~~~CMY-32~~~EU496815:0-1146~~~cephamycin CMY-32 is a beta-lactamase found in Escherichia coli	CMY-32	3002043	Perfect	abricate_card
card~~~CMY-33~~~EU496816:0-1140~~~cephamycin CMY-33 is a beta-lactamase found in Escherichia coli	CMY-33	3002044	Perfect	abricate_card
card~~~CMY-34~~~EF394370:0-1146~~~cephamycin CMY-34 is a beta-lactamase found in Escherichia coli	CMY-34	3002045	Perfect	abricate_card
card~~~CMY-35~~~EF394371:0-1146~~~cephamycin CMY-35 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-35	3002046	Perfect	abricate_card
card~~~CMY-36~~~EU331426.1:2374-3520~~~cephamycin CMY-36 is a beta-lactamase found in Klebsiella pneumoniae	CMY-36	3002047	Perfect	abricate_card
card~~~CMY-37~~~AB280919:0-1146~~~cephamycin CMY-37 is a beta-lactamase found in Citrobacter freundii	CMY-37	3002048	Perfect	abricate_card
card~~~CMY-38~~~AM931008:0-1146~~~cephamycin CMY-38 is a beta-lactamase found in the Enterobacteriaceae family	CMY-38	3002049	Perfect	abricate_card
card~~~CMY-39~~~AB372224:0-1146~~~cephamycin CMY-39 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-39	3002050	Perfect	abricate_card
card~~~CMY-40~~~EU515251:0-1146~~~cephamycin CMY-40 is a beta-lactamase found in the Enterobacteriaceae family	CMY-40	3002051	Perfect	abricate_card
card~~~CMY-41~~~AB429270:14-1160~~~cephamycin CMY-41 is a beta-lactamase found in the Enterobacteriaceae family	CMY-41	3002052	Perfect	abricate_card
card~~~CMY-42~~~HM146927:0-1146~~~cephalosporin;cephamycin CMY-42 is a plasmid-borne AmpC cephalosporinase gene found in Escherichia coli	CMY-42	3002053	Perfect	abricate_card
card~~~CMY-43~~~FJ360626:0-1146~~~cephamycin CMY-43 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-43	3002054	Perfect	abricate_card
card~~~CMY-44~~~FJ437066:0-1134~~~cephamycin CMY-44 is a beta-lactamase found in Escherichia coli	CMY-44	3002055	Perfect	abricate_card
card~~~CMY-45~~~FN546177:0-1146~~~cephamycin CMY-45 is a beta-lactamase found in Proteus mirabilis	CMY-45	3002056	Perfect	abricate_card
card~~~CMY-46~~~FN556186:0-1146~~~cephamycin CMY-46 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-46	3002057	Perfect	abricate_card
card~~~CMY-47~~~HM046998:1039-2185~~~cephamycin CMY-47 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-47	3002058	Perfect	abricate_card
card~~~CMY-48~~~HM569226:1039-2185~~~cephamycin CMY-48 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-48	3002059	Perfect	abricate_card
card~~~CMY-49~~~GQ402541:0-1146~~~cephamycin CMY-49 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-49	3002060	Perfect	abricate_card
card~~~CMY-4~~~Y15130:0-1143~~~cephamycin CMY-4 is a beta-lactamase found in Proteus mirabilis	CMY-4	3002015	Perfect	abricate_card
card~~~CMY-50~~~FN645444:0-1146~~~cephamycin CMY-50 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-50	3002061	Perfect	abricate_card
card~~~CMY-51~~~JQ733571:1027-2173~~~cephamycin CMY-51 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-51	3002062	Perfect	abricate_card
card~~~CMY-53~~~HQ336940:0-1146~~~cephamycin CMY-53 is a beta-lactamase found in Escherichia coli	CMY-53	3002064	Perfect	abricate_card
card~~~CMY-54~~~HM544039:0-1152~~~cephamycin CMY-54 is a beta-lactamase found in the Enterobacteriaceae family	CMY-54	3002065	Perfect	abricate_card
card~~~CMY-55~~~HM544040:0-1146~~~cephamycin CMY-55 is a beta-lactamase found in the Enterobacteriaceae family	CMY-55	3002066	Perfect	abricate_card
card~~~CMY-56~~~HQ322613:0-1146~~~cephamycin CMY-56 is a beta-lactamase found in the Enterobacteriaceae family	CMY-56	3002067	Perfect	abricate_card
card~~~CMY-57~~~HQ285243:0-1146~~~cephamycin CMY-57 is a beta-lactamase found in the Enterobacteriaceae family	CMY-57	3002068	Perfect	abricate_card
card~~~CMY-58~~~HQ185697:1267-2413~~~cephamycin CMY-58 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-58	3002072	Perfect	abricate_card
card~~~CMY-59~~~AB587082:0-1188~~~cephamycin CMY-59 is a beta-lactamase found in Shigella spp	CMY-59	3002069	Perfect	abricate_card
card~~~CMY-5~~~Y17716.1:2373-3519~~~cephamycin CMY-5 is a beta-lactamase found in Klebsiella oxytoca	CMY-5	3002016	Perfect	abricate_card
card~~~CMY-60~~~JF460794:0-1146~~~cephamycin CMY-60 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-60	3002073	Perfect	abricate_card
card~~~CMY-61~~~JF460795:0-1143~~~cephamycin CMY-61 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-61	3002074	Perfect	abricate_card
card~~~CMY-62~~~JF460796:0-1146~~~cephamycin CMY-62 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-62	3002075	Perfect	abricate_card
card~~~CMY-63~~~HQ650104:63-1209~~~cephamycin CMY-63 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-63	3002076	Perfect	abricate_card
card~~~CMY-64~~~HQ832678:0-1146~~~cephamycin CMY-64 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-64	3002077	Perfect	abricate_card
card~~~CMY-65~~~JF780936:63-1209~~~cephamycin CMY-65 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-65	3002078	Perfect	abricate_card
card~~~CMY-66~~~JN714478:1034-2180~~~cephamycin CMY-66 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-66	3002079	Perfect	abricate_card
card~~~CMY-67~~~JQ711185:1027-2173~~~cephamycin CMY-67 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-67	3002080	Perfect	abricate_card
card~~~CMY-68~~~JN714480:1039-2185~~~cephamycin CMY-68 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-68	3002081	Perfect	abricate_card
card~~~CMY-69~~~JX049132:0-1146~~~cephamycin CMY-69 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-69	3002082	Perfect	abricate_card
card~~~CMY-6~~~AJ011293:0-1146~~~cephamycin CMY-6 is a beta-lactamase found in Escherichia coli	CMY-6	3002017	Perfect	abricate_card
card~~~CMY-70~~~JX440350:1026-2172~~~cephamycin CMY-70 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-70	3002083	Perfect	abricate_card
card~~~CMY-71~~~JQ711184:1026-2172~~~cephamycin CMY-71 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-71	3002084	Perfect	abricate_card
card~~~CMY-72~~~JX440352:1027-2173~~~cephamycin CMY-72 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-72	3002085	Perfect	abricate_card
card~~~CMY-73~~~GQ351345:0-1146~~~cephamycin CMY-73 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-73	3002086	Perfect	abricate_card
card~~~CMY-74~~~JX440349:1026-2172~~~cephamycin CMY-74 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-74	3002087	Perfect	abricate_card
card~~~CMY-75~~~JQ733572:1027-2173~~~cephamycin CMY-75 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-75	3002088	Perfect	abricate_card
card~~~CMY-76~~~JQ733573:1027-2173~~~cephamycin CMY-76 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-76	3002089	Perfect	abricate_card
card~~~CMY-77~~~JX440353:1026-2172~~~cephamycin CMY-77 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-77	3002090	Perfect	abricate_card
card~~~CMY-78~~~JQ733575:1027-2173~~~cephamycin CMY-78 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-78	3002091	Perfect	abricate_card
card~~~CMY-79~~~JQ733576:1027-2173~~~cephamycin CMY-79 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-79	3002092	Perfect	abricate_card
card~~~CMY-7~~~AJ011291:0-1146~~~cephamycin CMY-7 is a beta-lactamase found in Salmonella typhimurium	CMY-7	3002018	Perfect	abricate_card
card~~~CMY-80~~~JQ733577:1026-2172~~~cephamycin CMY-80 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-80	3002093	Perfect	abricate_card
card~~~CMY-81~~~JQ733578:1007-2153~~~cephamycin CMY-81 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-81	3002094	Perfect	abricate_card
card~~~CMY-82~~~KJ207203:5-1151~~~cephamycin CMY-82 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-82	3002095	Perfect	abricate_card
card~~~CMY-83~~~JX440351:1026-2172~~~cephamycin CMY-83 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-83	3002096	Perfect	abricate_card
card~~~CMY-84~~~JQ733579:1027-2173~~~cephamycin CMY-84 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-84	3002097	Perfect	abricate_card
card~~~CMY-85~~~KJ207202:548-1694~~~cephamycin CMY-85 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-85	3002098	Perfect	abricate_card
card~~~CMY-86~~~KJ207204:579-1725~~~cephamycin CMY-86 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-86	3002099	Perfect	abricate_card
card~~~CMY-87~~~AB699171:0-1143~~~cephamycin CMY-87 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-87	3002100	Perfect	abricate_card
card~~~CMY-8~~~AF167990:612-1761~~~cephamycin CMY-8 is a beta-lactamase found in Klebsiella pneumoniae	CMY-8	3002019	Perfect	abricate_card
card~~~CMY-90~~~HE819404:0-1146~~~cephamycin CMY-90 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-90	3002103	Perfect	abricate_card
card~~~CMY-93~~~KF992025:1026-2172~~~cephamycin CMY-93 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-93	3002106	Perfect	abricate_card
card~~~CMY-94~~~JX514368:271-1417~~~cephamycin CMY-94 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-94	3002107	Perfect	abricate_card
card~~~CMY-95~~~JX514369:296-1442~~~cephamycin CMY-95 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-95	3002108	Perfect	abricate_card
card~~~CMY-98~~~KC603538:0-1131~~~cephamycin CMY-98 is a beta-lactamase. From the Lahey list of CMY beta-lactamases	CMY-98	3002111	Perfect	abricate_card
card~~~CMY-99~~~KF305673:17-1163~~~cephamycin CMY-99 is a beta-lactamase found in Proteus mirabilis	CMY-99	3002070	Perfect	abricate_card
card~~~CMY-9~~~AB061794:6017-7166~~~cephamycin CMY-9 is a beta-lactamase found in Escherichia coli	CMY-9	3002020	Perfect	abricate_card
card~~~CPS-1~~~KP109675:1328-2201~~~carbapenem CPS-1 is a subclass B3 metallo-beta lactamase isolated from Chyseobacterium piscium exhibiting carbapenem resistance	CPS-1	3003716	Perfect	abricate_card
card~~~CRP~~~AP009048.1:4154296-4153663~~~fluoroquinolone;macrolide;penam CRP is a global regulator that represses MdtEF multidrug efflux pump expression	CRP	3000518	Perfect	abricate_card
card~~~CTX-M-100~~~FR682582:0-876~~~cephalosporin CTX-M-100 is a beta-lactamase found in Escherichia coli	CTX-M-100	3001959	Perfect	abricate_card
card~~~CTX-M-101~~~HQ398214:249-1125~~~cephalosporin CTX-M-101 is a beta-lactamase. From the Lahey list of CTX-M beta-lactamases	CTX-M-101	3001960	Perfect	abricate_card
card~~~CTX-M-102~~~HQ398215:244-1120~~~cephalosporin CTX-M-102 is a beta-lactamase found in Escherichia coli	CTX-M-102	3001961	Perfect	abricate_card
card~~~CTX-M-103~~~HG423149:39-915~~~cephalosporin CTX-M-103 is a beta-lactamase found in Escherichia coli	CTX-M-103	3001962	Perfect	abricate_card
card~~~CTX-M-104~~~HQ833652:235-1111~~~cephalosporin CTX-M-104 is a beta-lactamase found in Escherichia coli	CTX-M-104	3001963	Perfect	abricate_card
card~~~CTX-M-105~~~HQ833651:244-1120~~~cephalosporin CTX-M-105 is a beta-lactamase found in Escherichia coli	CTX-M-105	3001965	Perfect	abricate_card
